cliente_id,mes,gasto_mensual_mxn
CLI-00429,2026-03,356.36
CLI-00429,2026-04,353.46
CLI-00429,2026-05,351.40
CLI-00429,2026-06,355.13
CLI-00429,2026-07,352.45
CLI-00429,2026-08,354.34
CLI-00175,2025-01,474.81
CLI-00175,2025-02,479.24
CLI-00175,2025-03,484.16
CLI-00175,2025-04,475.06
CLI-00175,2025-05,468.86
CLI-00175,2025-06,480.17
CLI-00175,2025-07,469.84
CLI-00175,2025-08,484.07
CLI-00175,2025-09,483.53
CLI-00175,2025-10,475.94
CLI-00175,2025-11,478.65
CLI-00175,2025-12,468.38
CLI-00175,2026-01,469.34
CLI-00175,2026-02,475.91
CLI-00175,2026-03,478.77
CLI-00175,2026-04,475.61
CLI-00175,2026-05,485.56
CLI-00175,2026-06,473.26
CLI-00175,2026-07,475.66
CLI-00175,2026-08,484.63
CLI-00195,2025-01,559.54
CLI-00195,2025-02,556.04
CLI-00195,2025-03,546.65
CLI-00195,2025-04,543.16
CLI-00195,2025-05,544.02
CLI-00195,2025-06,543.59
CLI-00195,2025-07,546.05
CLI-00195,2025-08,552.34
CLI-00195,2025-09,539.92
CLI-00195,2025-10,548.26
CLI-00195,2025-11,548.47
CLI-00195,2025-12,548.34
CLI-00195,2026-01,550.07
CLI-00195,2026-02,554.26
CLI-00195,2026-03,542.63
CLI-00195,2026-04,557.59
CLI-00195,2026-05,553.20
CLI-00195,2026-06,540.17
CLI-00195,2026-07,558.76
CLI-00195,2026-08,554.48
CLI-00337,2025-01,2190.98
CLI-00337,2025-02,2236.82
CLI-00337,2025-03,2229.95
CLI-00337,2025-04,2177.88
CLI-00337,2025-05,2239.92
CLI-00337,2025-06,2199.14
CLI-00337,2025-07,2217.48
CLI-00337,2025-08,2165.24
CLI-00337,2025-09,2170.95
CLI-00337,2025-10,2221.01
CLI-00337,2025-11,2220.17
CLI-00337,2025-12,2208.86
CLI-00337,2026-01,2196.47
CLI-00337,2026-02,2186.91
CLI-00337,2026-03,2239.99
CLI-00337,2026-04,2223.04
CLI-00337,2026-05,2215.19
CLI-00337,2026-06,2213.46
CLI-00337,2026-07,2193.33
CLI-00337,2026-08,2176.60
CLI-00059,2025-01,489.50
CLI-00059,2025-02,488.46
CLI-00059,2025-03,487.36
CLI-00059,2025-04,483.17
CLI-00059,2025-05,476.19
CLI-00059,2025-06,491.31
CLI-00059,2025-07,483.15
CLI-00059,2025-08,476.59
CLI-00059,2025-09,480.79
CLI-00059,2025-10,493.99
CLI-00059,2025-11,483.14
CLI-00059,2025-12,485.09
CLI-00059,2026-01,492.71
CLI-00059,2026-02,476.52
CLI-00059,2026-03,489.38
CLI-00059,2026-04,478.27
CLI-00059,2026-05,479.01
CLI-00059,2026-06,482.68
CLI-00059,2026-07,481.24
CLI-00059,2026-08,483.38
CLI-00104,2025-01,857.71
CLI-00104,2025-02,872.88
CLI-00104,2025-03,876.64
CLI-00104,2025-04,860.77
CLI-00104,2025-05,882.06
CLI-00104,2025-06,879.83
CLI-00104,2025-07,866.85
CLI-00104,2025-08,877.72
CLI-00104,2025-09,879.94
CLI-00104,2025-10,884.15
CLI-00104,2025-11,884.80
CLI-00104,2025-12,858.12
CLI-00104,2026-01,881.64
CLI-00104,2026-02,864.00
CLI-00104,2026-03,880.12
CLI-00104,2026-04,867.30
CLI-00104,2026-05,891.35
CLI-00104,2026-06,890.77
CLI-00104,2026-07,871.56
CLI-00104,2026-08,888.78
CLI-00306,2025-01,539.20
CLI-00306,2025-02,541.55
CLI-00306,2025-03,548.48
CLI-00306,2025-04,547.69
CLI-00306,2025-05,545.34
CLI-00306,2025-06,528.86
CLI-00306,2025-07,543.72
CLI-00306,2025-08,544.98
CLI-00306,2025-09,533.73
CLI-00306,2025-10,537.90
CLI-00306,2025-11,549.06
CLI-00306,2025-12,540.61
CLI-00306,2026-01,539.74
CLI-00306,2026-02,530.88
CLI-00306,2026-03,538.67
CLI-00306,2026-04,539.78
CLI-00191,2025-01,833.96
CLI-00191,2025-02,851.94
CLI-00191,2025-03,846.43
CLI-00191,2025-04,851.05
CLI-00191,2025-05,829.62
CLI-00191,2025-06,845.31
CLI-00191,2025-07,851.63
CLI-00191,2025-08,838.95
CLI-00191,2025-09,835.54
CLI-00191,2025-10,845.06
CLI-00191,2025-11,856.15
CLI-00191,2025-12,832.29
CLI-00191,2026-01,829.73
CLI-00191,2026-02,841.27
CLI-00191,2026-03,839.62
CLI-00191,2026-04,842.10
CLI-00191,2026-05,860.63
CLI-00191,2026-06,851.62
CLI-00191,2026-07,830.25
CLI-00191,2026-08,852.57
CLI-00410,2025-01,2570.48
CLI-00410,2025-02,2578.87
CLI-00410,2025-03,2590.44
CLI-00410,2025-04,2557.11
CLI-00410,2025-05,2541.90
CLI-00410,2025-06,2554.35
CLI-00410,2025-07,2510.07
CLI-00410,2025-08,2531.98
CLI-00410,2025-09,2568.34
CLI-00410,2025-10,2520.34
CLI-00410,2025-11,2512.97
CLI-00410,2025-12,2499.81
CLI-00410,2026-01,2562.83
CLI-00410,2026-02,2578.29
CLI-00410,2026-03,2553.17
CLI-00410,2026-04,2537.18
CLI-00410,2026-05,2538.40
CLI-00410,2026-06,2553.02
CLI-00410,2026-07,2496.15
CLI-00410,2026-08,2507.25
CLI-00344,2025-01,1685.98
CLI-00344,2025-02,1690.90
CLI-00344,2025-03,1695.50
CLI-00344,2025-04,1701.26
CLI-00344,2025-05,1710.56
CLI-00344,2025-06,1717.36
CLI-00344,2025-07,1723.96
CLI-00344,2025-08,1728.72
CLI-00344,2025-09,1731.93
CLI-00344,2025-10,1731.21
CLI-00344,2025-11,1736.36
CLI-00344,2025-12,1734.50
CLI-00344,2026-01,1672.40
CLI-00344,2026-02,1724.84
CLI-00344,2026-03,1715.46
CLI-00344,2026-04,1678.55
CLI-00344,2026-05,1713.46
CLI-00344,2026-06,1737.35
CLI-00344,2026-07,1727.44
CLI-00344,2026-08,1734.66
CLI-00393,2025-01,484.78
CLI-00393,2025-02,488.27
CLI-00393,2025-03,488.40
CLI-00393,2025-04,479.02
CLI-00393,2025-05,493.97
CLI-00393,2025-06,488.14
CLI-00393,2025-07,490.29
CLI-00393,2025-08,478.76
CLI-00393,2025-09,479.17
CLI-00393,2025-10,493.43
CLI-00393,2025-11,483.91
CLI-00393,2025-12,478.21
CLI-00393,2026-01,484.14
CLI-00393,2026-02,482.29
CLI-00393,2026-03,477.53
CLI-00393,2026-04,481.14
CLI-00393,2026-05,489.03
CLI-00393,2026-06,485.93
CLI-00393,2026-07,493.04
CLI-00393,2026-08,480.77
CLI-00228,2025-01,764.58
CLI-00228,2025-02,757.48
CLI-00228,2025-03,762.64
CLI-00228,2025-04,770.60
CLI-00228,2025-05,751.71
CLI-00228,2025-06,768.25
CLI-00228,2025-07,769.69
CLI-00228,2025-08,763.98
CLI-00228,2025-09,763.40
CLI-00228,2025-10,765.82
CLI-00228,2025-11,758.47
CLI-00228,2025-12,778.99
CLI-00228,2026-01,766.42
CLI-00228,2026-02,771.04
CLI-00228,2026-03,774.45
CLI-00228,2026-04,758.23
CLI-00228,2026-05,762.71
CLI-00228,2026-06,752.88
CLI-00228,2026-07,755.79
CLI-00228,2026-08,775.29
CLI-00236,2025-01,413.70
CLI-00236,2025-02,422.55
CLI-00236,2025-03,421.17
CLI-00236,2025-04,411.41
CLI-00236,2025-05,408.30
CLI-00236,2025-06,419.07
CLI-00236,2025-07,415.70
CLI-00236,2025-08,421.54
CLI-00359,2025-01,482.49
CLI-00359,2025-02,477.68
CLI-00359,2025-03,478.08
CLI-00359,2025-04,479.17
CLI-00359,2025-05,473.88
CLI-00359,2025-06,473.12
CLI-00359,2025-07,470.60
CLI-00359,2025-08,481.73
CLI-00359,2025-09,481.92
CLI-00359,2025-10,483.36
CLI-00359,2025-11,482.67
CLI-00359,2025-12,472.45
CLI-00359,2026-01,482.94
CLI-00359,2026-02,482.66
CLI-00359,2026-03,465.28
CLI-00359,2026-04,481.54
CLI-00359,2026-05,471.44
CLI-00359,2026-06,468.27
CLI-00359,2026-07,470.49
CLI-00359,2026-08,484.16
CLI-00398,2025-01,608.95
CLI-00398,2025-02,602.37
CLI-00398,2025-03,613.89
CLI-00398,2025-04,604.20
CLI-00398,2025-05,610.33
CLI-00398,2025-06,624.36
CLI-00398,2025-07,622.46
CLI-00398,2025-08,624.99
CLI-00398,2025-09,605.05
CLI-00398,2025-10,601.18
CLI-00398,2025-11,618.97
CLI-00398,2025-12,623.23
CLI-00398,2026-01,621.36
CLI-00398,2026-02,604.30
CLI-00398,2026-03,615.28
CLI-00398,2026-04,614.93
CLI-00398,2026-05,608.73
CLI-00399,2025-01,542.28
CLI-00399,2025-02,555.70
CLI-00399,2025-03,544.61
CLI-00399,2025-04,556.92
CLI-00399,2025-05,560.17
CLI-00399,2025-06,545.53
CLI-00399,2025-07,543.66
CLI-00399,2025-08,541.39
CLI-00399,2025-09,547.01
CLI-00399,2025-10,552.25
CLI-00399,2025-11,544.22
CLI-00399,2025-12,551.70
CLI-00399,2026-01,543.22
CLI-00399,2026-02,557.77
CLI-00399,2026-03,552.02
CLI-00399,2026-04,541.54
CLI-00399,2026-05,546.08
CLI-00399,2026-06,548.77
CLI-00399,2026-07,556.35
CLI-00399,2026-08,561.06
CLI-00041,2025-01,512.27
CLI-00041,2025-02,501.81
CLI-00041,2025-03,502.02
CLI-00041,2025-04,515.59
CLI-00041,2025-05,514.54
CLI-00041,2025-06,496.35
CLI-00041,2025-07,516.32
CLI-00041,2025-08,511.62
CLI-00041,2025-09,502.99
CLI-00041,2025-10,507.02
CLI-00041,2025-11,515.56
CLI-00041,2025-12,503.76
CLI-00041,2026-01,515.65
CLI-00041,2026-02,500.70
CLI-00041,2026-03,512.41
CLI-00041,2026-04,502.95
CLI-00041,2026-05,507.54
CLI-00041,2026-06,503.36
CLI-00041,2026-07,507.42
CLI-00041,2026-08,505.12
CLI-00106,2025-01,452.61
CLI-00106,2025-02,450.93
CLI-00106,2025-03,445.38
CLI-00106,2025-04,445.73
CLI-00106,2025-05,442.49
CLI-00106,2025-06,444.53
CLI-00106,2025-07,451.90
CLI-00106,2025-08,445.70
CLI-00106,2025-09,444.05
CLI-00106,2025-10,455.87
CLI-00106,2025-11,452.98
CLI-00106,2025-12,449.77
CLI-00106,2026-01,448.73
CLI-00106,2026-02,454.44
CLI-00106,2026-03,440.99
CLI-00106,2026-04,456.06
CLI-00106,2026-05,448.47
CLI-00106,2026-06,448.27
CLI-00106,2026-07,448.09
CLI-00106,2026-08,438.75
CLI-00391,2025-01,448.35
CLI-00391,2025-02,451.39
CLI-00391,2025-03,459.88
CLI-00391,2025-04,458.25
CLI-00391,2025-05,451.38
CLI-00391,2025-06,457.75
CLI-00391,2025-07,450.72
CLI-00391,2025-08,460.35
CLI-00391,2025-09,459.26
CLI-00391,2025-10,448.19
CLI-00391,2025-11,452.69
CLI-00391,2025-12,451.73
CLI-00391,2026-01,460.65
CLI-00391,2026-02,450.74
CLI-00391,2026-03,459.44
CLI-00391,2026-04,448.60
CLI-00391,2026-05,449.22
CLI-00391,2026-06,460.41
CLI-00391,2026-07,460.82
CLI-00391,2026-08,453.23
CLI-00343,2025-01,2381.46
CLI-00343,2025-02,2388.23
CLI-00343,2025-03,2339.98
CLI-00343,2025-04,2341.20
CLI-00343,2025-05,2336.83
CLI-00343,2025-06,2370.34
CLI-00343,2025-07,2390.75
CLI-00343,2025-08,2354.87
CLI-00343,2025-09,2376.37
CLI-00343,2025-10,2409.29
CLI-00343,2025-11,2391.36
CLI-00343,2025-12,2333.40
CLI-00343,2026-01,2326.51
CLI-00343,2026-02,2345.77
CLI-00343,2026-03,2345.29
CLI-00343,2026-04,2350.19
CLI-00343,2026-05,2320.44
CLI-00343,2026-06,2383.18
CLI-00343,2026-07,2393.65
CLI-00343,2026-08,2352.67
CLI-00203,2025-01,409.01
CLI-00203,2025-02,397.88
CLI-00203,2025-03,399.17
CLI-00203,2025-04,402.24
CLI-00203,2025-05,393.67
CLI-00203,2025-06,395.24
CLI-00203,2025-07,400.67
CLI-00203,2025-08,409.67
CLI-00203,2025-09,408.88
CLI-00203,2025-10,400.93
CLI-00203,2025-11,400.99
CLI-00203,2025-12,406.55
CLI-00203,2026-01,402.92
CLI-00203,2026-02,395.53
CLI-00203,2026-03,397.62
CLI-00203,2026-04,394.30
CLI-00203,2026-05,403.00
CLI-00203,2026-06,397.27
CLI-00203,2026-07,397.80
CLI-00203,2026-08,407.69
CLI-00240,2025-01,589.66
CLI-00240,2025-02,591.20
CLI-00240,2025-03,608.61
CLI-00240,2025-04,586.17
CLI-00240,2025-05,607.45
CLI-00240,2025-06,602.38
CLI-00240,2025-07,602.44
CLI-00240,2025-08,593.72
CLI-00240,2025-09,592.35
CLI-00240,2025-10,596.42
CLI-00240,2025-11,587.34
CLI-00240,2025-12,599.11
CLI-00240,2026-01,590.45
CLI-00240,2026-02,595.06
CLI-00240,2026-03,588.24
CLI-00240,2026-04,587.29
CLI-00240,2026-05,605.64
CLI-00240,2026-06,605.65
CLI-00240,2026-07,606.31
CLI-00240,2026-08,591.26
CLI-00440,2025-01,420.68
CLI-00440,2025-02,419.40
CLI-00440,2025-03,427.69
CLI-00440,2025-04,422.80
CLI-00440,2025-05,418.47
CLI-00440,2025-06,421.69
CLI-00440,2025-07,431.11
CLI-00440,2025-08,432.71
CLI-00440,2025-09,430.01
CLI-00440,2025-10,421.87
CLI-00440,2025-11,428.36
CLI-00440,2025-12,425.39
CLI-00440,2026-01,432.59
CLI-00440,2026-02,424.83
CLI-00440,2026-03,423.79
CLI-00440,2026-04,427.71
CLI-00440,2026-05,430.75
CLI-00440,2026-06,429.12
CLI-00440,2026-07,430.33
CLI-00440,2026-08,432.53
CLI-00226,2025-01,523.55
CLI-00226,2025-02,518.69
CLI-00226,2025-03,531.74
CLI-00226,2025-04,521.84
CLI-00226,2025-05,527.68
CLI-00226,2025-06,524.46
CLI-00226,2025-07,521.24
CLI-00226,2025-08,517.21
CLI-00226,2025-09,522.83
CLI-00226,2025-10,524.58
CLI-00226,2025-11,533.97
CLI-00226,2025-12,530.81
CLI-00226,2026-01,537.58
CLI-00226,2026-02,530.80
CLI-00226,2026-03,526.64
CLI-00226,2026-04,518.06
CLI-00226,2026-05,530.09
CLI-00226,2026-06,520.05
CLI-00226,2026-07,525.69
CLI-00226,2026-08,527.69
CLI-00394,2025-01,491.85
CLI-00394,2025-02,493.62
CLI-00394,2025-03,500.61
CLI-00394,2025-04,504.76
CLI-00394,2025-05,491.66
CLI-00394,2025-06,500.32
CLI-00394,2025-07,500.78
CLI-00394,2025-08,495.38
CLI-00394,2025-09,492.08
CLI-00394,2025-10,487.77
CLI-00394,2025-11,489.29
CLI-00394,2025-12,497.83
CLI-00394,2026-01,501.88
CLI-00394,2026-02,492.05
CLI-00394,2026-03,498.81
CLI-00394,2026-04,500.70
CLI-00394,2026-05,503.68
CLI-00394,2026-06,488.62
CLI-00394,2026-07,489.13
CLI-00394,2026-08,499.10
CLI-00003,2025-01,1012.77
CLI-00003,2025-02,1053.31
CLI-00003,2025-03,1012.79
