fecha,sucursal,monto_mxn,fuente
2026-06-05,Monterrey,288.04,export_monterrey.csv
2026-06-05,Monterrey,837.22,export_monterrey.csv
2026-06-05,Monterrey,755.07,export_monterrey.csv
2026-06-06,CDMX,418.03,export_cdmx.csv
2026-06-06,CDMX,326.94,export_cdmx.csv
2026-06-06,CDMX,823.69,export_cdmx.csv
2026-06-06,CDMX,562.0,export_cdmx.csv
2026-06-06,CDMX,1594.9,export_cdmx.csv
2026-06-06,CDMX,818.39,export_cdmx.csv
2026-06-06,CDMX,860.48,export_cdmx.csv
2026-06-06,CDMX,743.75,export_cdmx.csv
2026-06-06,Guadalajara,1110.74,export_guadalajara.csv
2026-06-06,Guadalajara,1406.17,export_guadalajara.csv
2026-06-06,Guadalajara,1284.71,export_guadalajara.csv
2026-06-06,Monterrey,792.05,export_monterrey.csv
2026-06-06,Monterrey,1456.82,export_monterrey.csv
2026-06-06,Monterrey,464.73,export_monterrey.csv
2026-06-07,CDMX,1292.38,export_cdmx.csv
2026-06-07,CDMX,2432.37,export_cdmx.csv
2026-06-07,CDMX,306.13,export_cdmx.csv
2026-06-07,CDMX,1018.41,export_cdmx.csv
2026-06-07,CDMX,768.23,export_cdmx.csv
2026-06-07,CDMX,716.72,export_cdmx.csv
2026-06-07,Guadalajara,945.24,export_guadalajara.csv
2026-06-07,Monterrey,718.37,export_monterrey.csv
2026-06-07,Monterrey,879.55,export_monterrey.csv
2026-06-07,Monterrey,252.94,export_monterrey.csv
2026-06-08,CDMX,913.77,export_cdmx.csv
2026-06-08,CDMX,782.63,export_cdmx.csv
2026-06-08,CDMX,1271.47,export_cdmx.csv
2026-06-08,CDMX,1119.35,export_cdmx.csv
2026-06-08,CDMX,235.6,export_cdmx.csv
2026-06-08,CDMX,388.01,export_cdmx.csv
2026-06-08,CDMX,1595.43,export_cdmx.csv
2026-06-08,CDMX,1271.89,export_cdmx.csv
2026-06-08,CDMX,526.99,export_cdmx.csv
2026-06-08,CDMX,414.53,export_cdmx.csv
2026-06-08,CDMX,1048.51,export_cdmx.csv
2026-06-08,Guadalajara,1235.98,export_guadalajara.csv
2026-06-08,Guadalajara,2136.49,export_guadalajara.csv
2026-06-08,Monterrey,1415.88,export_monterrey.csv
2026-06-08,Monterrey,1610.48,export_monterrey.csv
2026-06-08,Monterrey,1373.95,export_monterrey.csv
2026-06-08,Monterrey,411.15,export_monterrey.csv
2026-06-09,CDMX,200.0,export_cdmx.csv
2026-06-09,CDMX,221.09,export_cdmx.csv
2026-06-09,CDMX,527.95,export_cdmx.csv
2026-06-09,CDMX,508.54,export_cdmx.csv
2026-06-09,CDMX,968.29,export_cdmx.csv
2026-06-09,Guadalajara,741.88,export_guadalajara.csv
2026-06-09,Guadalajara,420.1,export_guadalajara.csv
2026-06-09,Monterrey,543.44,export_monterrey.csv
2026-06-09,Monterrey,1274.0,export_monterrey.csv
2026-06-10,CDMX,397.92,export_cdmx.csv
2026-06-10,CDMX,248.82,export_cdmx.csv
2026-06-10,CDMX,351.93,export_cdmx.csv
2026-06-10,CDMX,321.93,export_cdmx.csv
2026-06-10,CDMX,200.0,export_cdmx.csv
2026-06-10,CDMX,1254.16,export_cdmx.csv
2026-06-10,CDMX,1284.4,export_cdmx.csv
2026-06-10,CDMX,1370.89,export_cdmx.csv
2026-06-10,Guadalajara,495.94,export_guadalajara.csv
2026-06-10,Guadalajara,794.49,export_guadalajara.csv
2026-06-10,Monterrey,704.17,export_monterrey.csv
2026-06-10,Monterrey,1237.84,export_monterrey.csv
2026-06-10,Monterrey,407.23,export_monterrey.csv
2026-06-11,CDMX,609.07,export_cdmx.csv
2026-06-11,CDMX,891.79,export_cdmx.csv
2026-06-11,CDMX,1325.14,export_cdmx.csv
2026-06-11,CDMX,200.0,export_cdmx.csv
2026-06-11,CDMX,1499.51,export_cdmx.csv
2026-06-11,CDMX,468.1,export_cdmx.csv
2026-06-11,CDMX,923.04,export_cdmx.csv
2026-06-11,CDMX,587.39,export_cdmx.csv
2026-06-11,Guadalajara,707.7,export_guadalajara.csv
2026-06-11,Guadalajara,576.05,export_guadalajara.csv
2026-06-11,Guadalajara,2333.76,export_guadalajara.csv
2026-06-11,Monterrey,1115.8,export_monterrey.csv
2026-06-12,CDMX,1051.36,export_cdmx.csv
2026-06-12,CDMX,1774.81,export_cdmx.csv
2026-06-12,CDMX,2316.19,export_cdmx.csv
2026-06-12,CDMX,200.0,export_cdmx.csv
2026-06-12,CDMX,1340.88,export_cdmx.csv
2026-06-12,CDMX,794.07,export_cdmx.csv
2026-06-12,CDMX,1682.03,export_cdmx.csv
2026-06-12,Guadalajara,200.0,export_guadalajara.csv
2026-06-12,Guadalajara,1395.33,export_guadalajara.csv
2026-06-12,Guadalajara,894.27,export_guadalajara.csv
2026-06-12,Guadalajara,720.25,export_guadalajara.csv
2026-06-12,Guadalajara,1890.24,export_guadalajara.csv
2026-06-12,Monterrey,3900.28,export_monterrey.csv
2026-06-12,Monterrey,475.85,export_monterrey.csv
2026-06-12,Monterrey,1283.42,export_monterrey.csv
2026-06-12,Monterrey,200.0,export_monterrey.csv
2026-06-12,Monterrey,1662.48,export_monterrey.csv
2026-06-12,Monterrey,639.56,export_monterrey.csv
2026-06-13,CDMX,904.61,export_cdmx.csv
2026-06-13,CDMX,666.11,export_cdmx.csv
2026-06-13,CDMX,1117.16,export_cdmx.csv
2026-06-13,CDMX,607.36,export_cdmx.csv
2026-06-13,CDMX,496.51,export_cdmx.csv
2026-06-13,CDMX,729.15,export_cdmx.csv
2026-06-13,Guadalajara,1839.48,export_guadalajara.csv
2026-06-13,Guadalajara,1086.27,export_guadalajara.csv
2026-06-13,Guadalajara,612.83,export_guadalajara.csv
2026-06-13,Monterrey,1401.16,export_monterrey.csv
2026-06-13,Monterrey,2494.95,export_monterrey.csv
2026-06-13,Monterrey,1215.76,export_monterrey.csv
2026-06-13,Monterrey,200.0,export_monterrey.csv
2026-06-13,Monterrey,1091.91,export_monterrey.csv
2026-06-14,CDMX,577.68,export_cdmx.csv
2026-06-14,CDMX,2767.9,export_cdmx.csv
2026-06-14,CDMX,200.0,export_cdmx.csv
2026-06-14,CDMX,429.74,export_cdmx.csv
2026-06-14,CDMX,2312.26,export_cdmx.csv
2026-06-14,CDMX,737.81,export_cdmx.csv
2026-06-14,Monterrey,1377.91,export_monterrey.csv
2026-06-14,Monterrey,685.82,export_monterrey.csv
2026-06-15,CDMX,582.25,export_cdmx.csv
2026-06-15,CDMX,1403.35,export_cdmx.csv
2026-06-15,Guadalajara,944.85,export_guadalajara.csv
2026-06-15,Guadalajara,1172.68,export_guadalajara.csv
2026-06-15,Monterrey,764.38,export_monterrey.csv
2026-06-15,Monterrey,340.61,export_monterrey.csv
2026-06-15,Monterrey,823.09,export_monterrey.csv
2026-06-15,Monterrey,2142.11,export_monterrey.csv
2026-06-16,CDMX,337.05,export_cdmx.csv
2026-06-16,CDMX,340.54,export_cdmx.csv
2026-06-16,CDMX,415.92,export_cdmx.csv
2026-06-16,CDMX,1249.26,export_cdmx.csv
2026-06-16,CDMX,560.19,export_cdmx.csv
2026-06-16,CDMX,781.37,export_cdmx.csv
2026-06-16,CDMX,323.93,export_cdmx.csv
2026-06-16,CDMX,1011.57,export_cdmx.csv
2026-06-16,CDMX,2047.57,export_cdmx.csv
2026-06-16,Guadalajara,935.62,export_guadalajara.csv
2026-06-16,Guadalajara,411.77,export_guadalajara.csv
2026-06-16,Guadalajara,648.13,export_guadalajara.csv
2026-06-16,Guadalajara,1306.59,export_guadalajara.csv
2026-06-16,Guadalajara,278.52,export_guadalajara.csv
2026-06-16,Monterrey,677.43,export_monterrey.csv
2026-06-16,Monterrey,850.77,export_monterrey.csv
2026-06-16,Monterrey,575.25,export_monterrey.csv
2026-06-16,Monterrey,200.0,export_monterrey.csv
2026-06-17,CDMX,848.25,export_cdmx.csv
2026-06-17,CDMX,687.42,export_cdmx.csv
2026-06-17,CDMX,1649.57,export_cdmx.csv
2026-06-17,CDMX,200.0,export_cdmx.csv
2026-06-17,CDMX,484.87,export_cdmx.csv
2026-06-17,CDMX,1028.87,export_cdmx.csv
2026-06-17,CDMX,482.44,export_cdmx.csv
2026-06-17,Guadalajara,1169.2,export_guadalajara.csv
2026-06-17,Monterrey,948.99,export_monterrey.csv
2026-06-17,Monterrey,954.18,export_monterrey.csv
2026-06-17,Monterrey,1133.94,export_monterrey.csv
2026-06-17,Monterrey,1610.67,export_monterrey.csv
2026-06-17,Monterrey,730.73,export_monterrey.csv
2026-06-17,Monterrey,905.77,export_monterrey.csv
2026-06-17,Monterrey,200.0,export_monterrey.csv
2026-06-18,CDMX,557.07,export_cdmx.csv
2026-06-18,CDMX,200.0,export_cdmx.csv
2026-06-18,CDMX,1095.66,export_cdmx.csv
2026-06-18,CDMX,1217.29,export_cdmx.csv
2026-06-18,CDMX,742.71,export_cdmx.csv
2026-06-18,CDMX,457.6,export_cdmx.csv
2026-06-18,CDMX,1128.7,export_cdmx.csv
2026-06-18,CDMX,906.11,export_cdmx.csv
2026-06-18,Guadalajara,2642.29,export_guadalajara.csv
2026-06-18,Guadalajara,980.89,export_guadalajara.csv
2026-06-18,Guadalajara,941.84,export_guadalajara.csv
2026-06-18,Monterrey,1116.19,export_monterrey.csv
2026-06-18,Monterrey,312.55,export_monterrey.csv
2026-06-18,Monterrey,791.57,export_monterrey.csv
2026-06-18,Monterrey,600.52,export_monterrey.csv
2026-06-19,CDMX,758.31,export_cdmx.csv
2026-06-19,CDMX,321.37,export_cdmx.csv
2026-06-19,CDMX,649.41,export_cdmx.csv
2026-06-19,CDMX,1212.58,export_cdmx.csv
2026-06-19,CDMX,716.32,export_cdmx.csv
2026-06-19,CDMX,234.77,export_cdmx.csv
2026-06-19,CDMX,1067.72,export_cdmx.csv
2026-06-19,Guadalajara,200.0,export_guadalajara.csv
2026-06-19,Guadalajara,2125.76,export_guadalajara.csv
2026-06-19,Monterrey,419.48,export_monterrey.csv
2026-06-19,Monterrey,950.83,export_monterrey.csv
2026-06-19,Monterrey,956.66,export_monterrey.csv
2026-06-20,CDMX,2850.03,export_cdmx.csv
2026-06-20,CDMX,1571.4,export_cdmx.csv
2026-06-20,CDMX,207.37,export_cdmx.csv
2026-06-20,Guadalajara,607.1,export_guadalajara.csv
2026-06-20,Guadalajara,595.83,export_guadalajara.csv
2026-06-20,Guadalajara,641.89,export_guadalajara.csv
2026-06-20,Guadalajara,1091.29,export_guadalajara.csv
2026-06-20,Monterrey,1408.22,export_monterrey.csv
2026-06-20,Monterrey,794.42,export_monterrey.csv
2026-06-20,Monterrey,1661.51,export_monterrey.csv
2026-06-20,Monterrey,504.16,export_monterrey.csv
2026-06-20,Monterrey,200.0,export_monterrey.csv
2026-06-20,Monterrey,1139.25,export_monterrey.csv
2026-06-21,CDMX,1351.42,export_cdmx.csv
2026-06-21,CDMX,566.81,export_cdmx.csv
2026-06-21,CDMX,841.37,export_cdmx.csv
2026-06-21,CDMX,1354.77,export_cdmx.csv
2026-06-21,CDMX,200.0,export_cdmx.csv
2026-06-21,CDMX,1413.86,export_cdmx.csv
2026-06-21,CDMX,1211.49,export_cdmx.csv
2026-06-21,CDMX,750.18,export_cdmx.csv
2026-06-21,CDMX,682.42,export_cdmx.csv
2026-06-21,Guadalajara,903.59,export_guadalajara.csv
2026-06-21,Monterrey,1298.51,export_monterrey.csv
2026-06-21,Monterrey,1490.27,export_monterrey.csv
2026-06-21,Monterrey,352.41,export_monterrey.csv
2026-06-21,Monterrey,468.42,export_monterrey.csv
2026-06-21,Monterrey,740.23,export_monterrey.csv
2026-06-21,Monterrey,336.14,export_monterrey.csv
2026-06-21,Monterrey,1987.55,export_monterrey.csv
2026-06-21,Monterrey,991.75,export_monterrey.csv
2026-06-22,CDMX,1233.48,export_cdmx.csv
2026-06-22,CDMX,1664.9,export_cdmx.csv
2026-06-22,CDMX,1047.01,export_cdmx.csv
2026-06-22,CDMX,4299.85,export_cdmx.csv
2026-06-22,CDMX,419.09,export_cdmx.csv
2026-06-22,CDMX,1121.99,export_cdmx.csv
2026-06-22,Guadalajara,1315.64,export_guadalajara.csv
2026-06-22,Guadalajara,781.49,export_guadalajara.csv
2026-06-22,Guadalajara,1372.55,export_guadalajara.csv
2026-06-22,Guadalajara,1044.43,export_guadalajara.csv
2026-06-22,Monterrey,1975.87,export_monterrey.csv
2026-06-22,Monterrey,594.2,export_monterrey.csv
2026-06-22,Monterrey,702.5,export_monterrey.csv
2026-06-22,Monterrey,2838.36,export_monterrey.csv
2026-06-22,Monterrey,580.87,export_monterrey.csv
2026-06-22,Monterrey,870.9,export_monterrey.csv
2026-06-23,CDMX,596.52,export_cdmx.csv
2026-06-23,CDMX,850.1,export_cdmx.csv
2026-06-23,CDMX,1530.85,export_cdmx.csv
2026-06-23,CDMX,1129.44,export_cdmx.csv
2026-06-23,Guadalajara,257.2,export_guadalajara.csv
2026-06-23,Guadalajara,1141.41,export_guadalajara.csv
2026-06-23,Guadalajara,381.41,export_guadalajara.csv
2026-06-23,Guadalajara,1613.35,export_guadalajara.csv
2026-06-24,CDMX,720.97,export_cdmx.csv
2026-06-24,CDMX,965.16,export_cdmx.csv
2026-06-24,CDMX,751.73,export_cdmx.csv
2026-06-24,CDMX,1355.91,export_cdmx.csv
2026-06-24,CDMX,1525.14,export_cdmx.csv
2026-06-24,Guadalajara,894.38,export_guadalajara.csv
2026-06-24,Guadalajara,375.51,export_guadalajara.csv
2026-06-24,Guadalajara,1312.14,export_guadalajara.csv
2026-06-24,Guadalajara,1566.78,export_guadalajara.csv
2026-06-24,Monterrey,2082.33,export_monterrey.csv
2026-06-24,Monterrey,208.36,export_monterrey.csv
2026-06-24,Monterrey,491.05,export_monterrey.csv
2026-06-25,CDMX,978.06,export_cdmx.csv
2026-06-25,CDMX,975.18,export_cdmx.csv
2026-06-25,CDMX,753.36,export_cdmx.csv
2026-06-25,CDMX,2350.07,export_cdmx.csv
2026-06-25,CDMX,1157.85,export_cdmx.csv
2026-06-25,CDMX,880.83,export_cdmx.csv
2026-06-25,CDMX,757.61,export_cdmx.csv
2026-06-25,CDMX,751.08,export_cdmx.csv
2026-06-25,Guadalajara,708.38,export_guadalajara.csv
2026-06-25,Guadalajara,1681.87,export_guadalajara.csv
2026-06-25,Guadalajara,310.73,export_guadalajara.csv
2026-06-25,Guadalajara,821.96,export_guadalajara.csv
2026-06-25,Guadalajara,647.04,export_guadalajara.csv
2026-06-25,Guadalajara,515.5,export_guadalajara.csv
2026-06-25,Monterrey,530.49,export_monterrey.csv
2026-06-25,Monterrey,1709.19,export_monterrey.csv
2026-06-25,Monterrey,751.1,export_monterrey.csv
2026-06-25,Monterrey,1868.6,export_monterrey.csv
2026-06-25,Monterrey,1534.71,export_monterrey.csv
2026-06-26,CDMX,2288.62,export_cdmx.csv
2026-06-26,CDMX,200.0,export_cdmx.csv
2026-06-26,CDMX,825.46,export_cdmx.csv
2026-06-26,Guadalajara,651.55,export_guadalajara.csv
2026-06-26,Guadalajara,444.1,export_guadalajara.csv
2026-06-26,Guadalajara,1379.91,export_guadalajara.csv
2026-06-26,Guadalajara,634.3,export_guadalajara.csv
2026-06-26,Monterrey,496.68,export_monterrey.csv
2026-06-26,Monterrey,581.6,export_monterrey.csv
2026-06-26,Monterrey,952.1,export_monterrey.csv
2026-06-26,Monterrey,2251.94,export_monterrey.csv
2026-06-26,Monterrey,336.63,export_monterrey.csv
2026-06-26,Monterrey,2347.79,export_monterrey.csv
2026-06-26,Monterrey,2239.92,export_monterrey.csv
2026-06-27,CDMX,1750.01,export_cdmx.csv
2026-06-27,CDMX,1238.24,export_cdmx.csv
2026-06-27,Guadalajara,1755.99,export_guadalajara.csv
2026-06-27,Monterrey,1038.92,export_monterrey.csv
2026-06-27,Monterrey,343.72,export_monterrey.csv
2026-06-27,Monterrey,1559.93,export_monterrey.csv
2026-06-28,CDMX,1956.94,export_cdmx.csv
2026-06-28,CDMX,734.99,export_cdmx.csv
2026-06-28,Guadalajara,1912.3,export_guadalajara.csv
2026-06-28,Guadalajara,1651.85,export_guadalajara.csv
2026-06-28,Monterrey,634.95,export_monterrey.csv
2026-06-28,Monterrey,2092.39,export_monterrey.csv
2026-06-28,Monterrey,274.37,export_monterrey.csv
2026-06-28,Monterrey,301.34,export_monterrey.csv
2026-06-29,CDMX,1212.97,export_cdmx.csv
2026-06-29,CDMX,1443.54,export_cdmx.csv
2026-06-29,CDMX,1370.5,export_cdmx.csv
2026-06-29,CDMX,267.03,export_cdmx.csv
2026-06-29,CDMX,1332.65,export_cdmx.csv
2026-06-29,CDMX,540.11,export_cdmx.csv
2026-06-29,CDMX,844.42,export_cdmx.csv
2026-06-29,Guadalajara,2002.26,export_guadalajara.csv
2026-06-29,Guadalajara,748.57,export_guadalajara.csv
2026-06-29,Monterrey,701.32,export_monterrey.csv
2026-06-29,Monterrey,200.0,export_monterrey.csv
2026-06-29,Monterrey,452.33,export_monterrey.csv
2026-06-30,CDMX,792.79,export_cdmx.csv
2026-06-30,CDMX,970.58,export_cdmx.csv
2026-06-30,CDMX,562.94,export_cdmx.csv
2026-06-30,CDMX,788.66,export_cdmx.csv
2026-06-30,CDMX,1214.32,export_cdmx.csv
2026-06-30,CDMX,1087.54,export_cdmx.csv
2026-06-30,Guadalajara,560.69,export_guadalajara.csv
2026-06-30,Guadalajara,292.52,export_guadalajara.csv
2026-06-30,Guadalajara,4642.37,export_guadalajara.csv
2026-06-30,Guadalajara,1384.79,export_guadalajara.csv
2026-06-30,Monterrey,519.08,export_monterrey.csv
2026-06-30,Monterrey,2093.3,export_monterrey.csv
2026-06-30,Monterrey,573.9,export_monterrey.csv
2026-06-30,Monterrey,1911.88,export_monterrey.csv
2026-06-30,Monterrey,374.93,export_monterrey.csv
2026-07-01,CDMX,1303.54,export_cdmx.csv
2026-07-01,CDMX,896.88,export_cdmx.csv
2026-07-01,CDMX,1613.42,export_cdmx.csv
2026-07-01,CDMX,1745.96,export_cdmx.csv
2026-07-01,CDMX,1720.78,export_cdmx.csv
2026-07-01,CDMX,850.35,export_cdmx.csv
2026-07-01,Guadalajara,2009.39,export_guadalajara.csv
2026-07-01,Guadalajara,2403.8,export_guadalajara.csv
2026-07-01,Guadalajara,544.84,export_guadalajara.csv
2026-07-01,Guadalajara,200.0,export_guadalajara.csv
2026-07-01,Monterrey,570.27,export_monterrey.csv
2026-07-01,Monterrey,252.47,export_monterrey.csv
2026-07-01,Monterrey,1426.17,export_monterrey.csv
2026-07-01,Monterrey,842.7,export_monterrey.csv
2026-07-01,Monterrey,2705.28,export_monterrey.csv
2026-07-01,Monterrey,603.98,export_monterrey.csv
2026-07-01,Monterrey,1872.8,export_monterrey.csv
2026-07-01,Monterrey,1207.64,export_monterrey.csv
2026-07-02,CDMX,433.27,export_cdmx.csv
2026-07-02,CDMX,1231.71,export_cdmx.csv
2026-07-02,CDMX,788.18,export_cdmx.csv
2026-07-02,CDMX,1236.99,export_cdmx.csv
2026-07-02,CDMX,550.7,export_cdmx.csv
2026-07-02,Guadalajara,1933.76,export_guadalajara.csv
2026-07-02,Guadalajara,998.7,export_guadalajara.csv
2026-07-02,Monterrey,1258.44,export_monterrey.csv
2026-07-02,Monterrey,636.51,export_monterrey.csv
2026-07-02,Monterrey,2025.31,export_monterrey.csv
2026-07-02,Monterrey,777.6,export_monterrey.csv
2026-07-03,CDMX,1121.6,export_cdmx.csv
2026-07-03,Guadalajara,749.55,export_guadalajara.csv
2026-07-03,Guadalajara,696.38,export_guadalajara.csv
2026-07-03,Guadalajara,200.0,export_guadalajara.csv
2026-07-03,Monterrey,829.24,export_monterrey.csv
2026-07-03,Monterrey,1533.41,export_monterrey.csv
2026-07-03,Monterrey,200.0,export_monterrey.csv
2026-07-03,Monterrey,1221.03,export_monterrey.csv
2026-07-03,Monterrey,1760.6,export_monterrey.csv
2026-07-03,Monterrey,1181.68,export_monterrey.csv
2026-07-03,Monterrey,422.42,export_monterrey.csv
2026-07-03,Monterrey,994.08,export_monterrey.csv
2026-07-04,CDMX,294.75,export_cdmx.csv
2026-07-04,CDMX,248.22,export_cdmx.csv
2026-07-04,CDMX,1778.96,export_cdmx.csv
2026-07-04,CDMX,897.3,export_cdmx.csv
2026-07-04,CDMX,595.07,export_cdmx.csv
2026-07-04,Guadalajara,421.64,export_guadalajara.csv
2026-07-04,Monterrey,1033.2,export_monterrey.csv
2026-07-04,Monterrey,674.81,export_monterrey.csv
2026-07-04,Monterrey,1051.27,export_monterrey.csv
2026-07-04,Monterrey,573.68,export_monterrey.csv
2026-07-04,Monterrey,687.12,export_monterrey.csv
2026-07-04,Monterrey,1194.43,export_monterrey.csv
2026-07-05,CDMX,257.42,export_cdmx.csv
2026-07-05,CDMX,536.56,export_cdmx.csv
2026-07-05,CDMX,1751.33,export_cdmx.csv
2026-07-05,CDMX,829.14,export_cdmx.csv
2026-07-05,CDMX,312.74,export_cdmx.csv
2026-07-05,CDMX,1098.76,export_cdmx.csv
2026-07-05,Guadalajara,798.67,export_guadalajara.csv
2026-07-05,Guadalajara,624.92,export_guadalajara.csv
2026-07-05,Guadalajara,1972.15,export_guadalajara.csv
2026-07-05,Guadalajara,921.84,export_guadalajara.csv
2026-07-05,Guadalajara,1848.4,export_guadalajara.csv
2026-07-05,Monterrey,323.94,export_monterrey.csv
2026-07-05,Monterrey,1014.37,export_monterrey.csv
2026-07-05,Monterrey,1409.14,export_monterrey.csv
2026-07-05,Monterrey,856.79,export_monterrey.csv
2026-07-05,Monterrey,1240.06,export_monterrey.csv
2026-07-06,CDMX,1181.77,export_cdmx.csv
2026-07-06,CDMX,352.53,export_cdmx.csv
2026-07-06,CDMX,200.0,export_cdmx.csv
2026-07-06,CDMX,682.35,export_cdmx.csv
2026-07-06,CDMX,634.31,export_cdmx.csv
2026-07-06,CDMX,947.74,export_cdmx.csv
2026-07-06,Guadalajara,2174.68,export_guadalajara.csv
2026-07-07,CDMX,790.87,export_cdmx.csv
2026-07-07,CDMX,1960.58,export_cdmx.csv
2026-07-07,CDMX,1329.14,export_cdmx.csv
2026-07-07,CDMX,1240.79,export_cdmx.csv
2026-07-07,CDMX,803.01,export_cdmx.csv
2026-07-07,CDMX,553.02,export_cdmx.csv
2026-07-07,Guadalajara,533.69,export_guadalajara.csv
2026-07-07,Guadalajara,1079.8,export_guadalajara.csv
2026-07-07,Guadalajara,391.1,export_guadalajara.csv
2026-07-07,Monterrey,304.78,export_monterrey.csv
2026-07-07,Monterrey,2005.28,export_monterrey.csv
2026-07-07,Monterrey,1351.0,export_monterrey.csv
2026-07-07,Monterrey,1221.97,export_monterrey.csv
2026-07-07,Monterrey,577.5,export_monterrey.csv
2026-07-07,Monterrey,1788.04,export_monterrey.csv
2026-07-07,Monterrey,616.43,export_monterrey.csv
2026-07-07,Monterrey,323.19,export_monterrey.csv
2026-07-08,CDMX,2545.56,export_cdmx.csv
2026-07-08,CDMX,1400.32,export_cdmx.csv
2026-07-08,CDMX,356.98,export_cdmx.csv
2026-07-08,CDMX,966.6,export_cdmx.csv
2026-07-08,CDMX,546.08,export_cdmx.csv
2026-07-08,Guadalajara,855.87,export_guadalajara.csv
2026-07-08,Guadalajara,1922.3,export_guadalajara.csv
2026-07-08,Monterrey,1971.13,export_monterrey.csv
2026-07-08,Monterrey,2590.28,export_monterrey.csv
2026-07-09,CDMX,1521.28,export_cdmx.csv
2026-07-09,CDMX,709.37,export_cdmx.csv
2026-07-09,CDMX,1640.56,export_cdmx.csv
2026-07-09,CDMX,553.25,export_cdmx.csv
2026-07-09,CDMX,1159.31,export_cdmx.csv
2026-07-09,Monterrey,871.4,export_monterrey.csv
2026-07-10,CDMX,2277.9,export_cdmx.csv
2026-07-10,CDMX,871.24,export_cdmx.csv
2026-07-10,CDMX,559.16,export_cdmx.csv
2026-07-10,Guadalajara,1428.8,export_guadalajara.csv
2026-07-10,Monterrey,832.32,export_monterrey.csv
2026-07-10,Monterrey,1344.41,export_monterrey.csv
2026-07-10,Monterrey,929.14,export_monterrey.csv
2026-07-11,CDMX,1770.94,export_cdmx.csv
2026-07-11,CDMX,1025.92,export_cdmx.csv
2026-07-11,CDMX,833.84,export_cdmx.csv
2026-07-11,CDMX,350.47,export_cdmx.csv
2026-07-11,CDMX,384.65,export_cdmx.csv
2026-07-11,CDMX,400.83,export_cdmx.csv
2026-07-11,Guadalajara,604.35,export_guadalajara.csv
