fecha,source,table,chequeos,n_pass,n_warn,n_error,max_age_h,pct_cumplimiento,dia_parcial
2026-08-28,crm,cancelacion,24,24,0,0,3.9,100.0,False
2026-08-29,crm,cancelacion,24,24,0,0,7.89,100.0,False
2026-08-30,crm,cancelacion,24,24,0,0,7.84,100.0,False
2026-08-31,crm,cancelacion,24,24,0,0,3.89,100.0,False
2026-09-01,crm,cancelacion,24,24,0,0,3.88,100.0,False
2026-09-02,crm,cancelacion,24,24,0,0,3.88,100.0,False
2026-09-03,crm,cancelacion,24,24,0,0,7.83,100.0,False
2026-09-04,crm,cancelacion,24,24,0,0,7.84,100.0,False
2026-09-05,crm,cancelacion,24,24,0,0,4.82,100.0,False
2026-09-06,crm,cancelacion,24,24,0,0,7.82,100.0,False
2026-09-07,crm,cancelacion,24,24,0,0,7.86,100.0,False
2026-09-08,crm,cancelacion,24,24,0,0,4.79,100.0,False
2026-09-09,crm,cancelacion,24,24,0,0,7.79,100.0,False
2026-09-10,crm,cancelacion,24,24,0,0,3.94,100.0,False
2026-09-11,crm,cancelacion,24,24,0,0,3.96,100.0,False
2026-09-12,crm,cancelacion,24,24,0,0,3.9,100.0,False
2026-09-13,crm,cancelacion,24,24,0,0,3.92,100.0,False
2026-09-14,crm,cancelacion,24,24,0,0,7.87,100.0,False
2026-09-15,crm,cancelacion,24,11,12,1,24.83,45.8,False
2026-09-16,crm,cancelacion,24,13,0,11,35.83,54.2,False
2026-09-17,crm,cancelacion,24,24,0,0,3.83,100.0,False
2026-09-18,crm,cancelacion,24,24,0,0,7.8,100.0,False
2026-09-19,crm,cancelacion,24,24,0,0,4.53,100.0,False
2026-09-20,crm,cancelacion,24,24,0,0,7.53,100.0,False
2026-09-21,crm,cancelacion,20,20,0,0,9.0,100.0,True
2026-08-23,crm,crm_cliente,24,24,0,0,3.85,100.0,False
2026-08-24,crm,crm_cliente,24,24,0,0,3.94,100.0,False
2026-08-25,crm,crm_cliente,24,24,0,0,3.96,100.0,False
2026-08-26,crm,crm_cliente,24,24,0,0,3.92,100.0,False
2026-08-27,crm,crm_cliente,24,24,0,0,3.9,100.0,False
2026-08-28,crm,crm_cliente,24,24,0,0,3.9,100.0,False
2026-08-29,crm,crm_cliente,24,24,0,0,7.89,100.0,False
2026-08-30,crm,crm_cliente,24,24,0,0,7.84,100.0,False
2026-08-31,crm,crm_cliente,24,24,0,0,3.89,100.0,False
2026-09-01,crm,crm_cliente,24,24,0,0,3.88,100.0,False
2026-09-02,crm,crm_cliente,24,24,0,0,3.88,100.0,False
2026-09-03,crm,crm_cliente,24,24,0,0,7.83,100.0,False
2026-09-04,crm,crm_cliente,24,24,0,0,7.84,100.0,False
2026-09-05,crm,crm_cliente,24,24,0,0,4.82,100.0,False
2026-09-06,crm,crm_cliente,24,24,0,0,7.82,100.0,False
2026-09-07,crm,crm_cliente,24,24,0,0,7.86,100.0,False
2026-09-08,crm,crm_cliente,24,24,0,0,4.79,100.0,False
2026-09-09,crm,crm_cliente,24,24,0,0,7.79,100.0,False
2026-09-10,crm,crm_cliente,24,24,0,0,3.94,100.0,False
2026-09-11,crm,crm_cliente,24,24,0,0,3.96,100.0,False
2026-09-12,crm,crm_cliente,24,24,0,0,3.9,100.0,False
2026-09-13,crm,crm_cliente,24,24,0,0,3.92,100.0,False
2026-09-14,crm,crm_cliente,24,24,0,0,7.87,100.0,False
2026-09-15,crm,crm_cliente,24,11,12,1,24.83,45.8,False
2026-09-16,crm,crm_cliente,24,13,0,11,35.83,54.2,False
2026-09-17,crm,crm_cliente,24,24,0,0,3.83,100.0,False
2026-09-18,crm,crm_cliente,24,24,0,0,7.8,100.0,False
2026-09-19,crm,crm_cliente,24,24,0,0,4.53,100.0,False
2026-09-20,crm,crm_cliente,24,24,0,0,7.53,100.0,False
2026-09-21,crm,crm_cliente,20,20,0,0,9.0,100.0,True
2026-08-23,crm,crm_equipo,24,24,0,0,3.85,100.0,False
2026-08-24,crm,crm_equipo,24,24,0,0,3.94,100.0,False
2026-08-25,crm,crm_equipo,24,24,0,0,3.96,100.0,False
2026-08-26,crm,crm_equipo,24,24,0,0,3.92,100.0,False
2026-08-27,crm,crm_equipo,24,24,0,0,3.9,100.0,False
2026-08-28,crm,crm_equipo,24,24,0,0,3.9,100.0,False
2026-08-29,crm,crm_equipo,24,24,0,0,7.89,100.0,False
2026-08-30,crm,crm_equipo,24,24,0,0,7.84,100.0,False
2026-08-31,crm,crm_equipo,24,24,0,0,3.89,100.0,False
2026-09-01,crm,crm_equipo,24,24,0,0,3.88,100.0,False
2026-09-02,crm,crm_equipo,24,24,0,0,3.88,100.0,False
2026-09-03,crm,crm_equipo,24,24,0,0,7.83,100.0,False
2026-09-04,crm,crm_equipo,24,24,0,0,7.84,100.0,False
2026-09-05,crm,crm_equipo,24,24,0,0,4.82,100.0,False
2026-09-06,crm,crm_equipo,24,24,0,0,7.82,100.0,False
2026-09-07,crm,crm_equipo,24,24,0,0,7.86,100.0,False
2026-09-08,crm,crm_equipo,24,24,0,0,4.79,100.0,False
2026-09-09,crm,crm_equipo,24,24,0,0,7.79,100.0,False
2026-09-10,crm,crm_equipo,24,24,0,0,3.94,100.0,False
2026-09-11,crm,crm_equipo,24,24,0,0,3.96,100.0,False
2026-09-12,crm,crm_equipo,24,24,0,0,3.9,100.0,False
2026-09-13,crm,crm_equipo,24,24,0,0,3.92,100.0,False
2026-09-14,crm,crm_equipo,24,24,0,0,7.87,100.0,False
2026-09-15,crm,crm_equipo,24,11,12,1,24.83,45.8,False
2026-09-16,crm,crm_equipo,24,13,0,11,35.83,54.2,False
2026-09-17,crm,crm_equipo,24,24,0,0,3.83,100.0,False
2026-09-18,crm,crm_equipo,24,24,0,0,7.8,100.0,False
2026-09-19,crm,crm_equipo,24,24,0,0,4.53,100.0,False
2026-09-20,crm,crm_equipo,24,24,0,0,7.53,100.0,False
2026-09-21,crm,crm_equipo,20,20,0,0,9.0,100.0,True
2026-08-23,crm,crm_meta_venta,24,24,0,0,3.85,100.0,False
2026-08-24,crm,crm_meta_venta,24,24,0,0,3.94,100.0,False
2026-08-25,crm,crm_meta_venta,24,24,0,0,3.96,100.0,False
2026-08-26,crm,crm_meta_venta,24,24,0,0,3.92,100.0,False
2026-08-27,crm,crm_meta_venta,24,24,0,0,3.9,100.0,False
2026-08-28,crm,crm_meta_venta,24,24,0,0,3.9,100.0,False
2026-08-29,crm,crm_meta_venta,24,24,0,0,7.89,100.0,False
2026-08-30,crm,crm_meta_venta,24,24,0,0,7.84,100.0,False
2026-08-31,crm,crm_meta_venta,24,24,0,0,3.89,100.0,False
2026-09-01,crm,crm_meta_venta,24,24,0,0,3.88,100.0,False
2026-09-02,crm,crm_meta_venta,24,24,0,0,3.88,100.0,False
2026-09-03,crm,crm_meta_venta,24,24,0,0,7.83,100.0,False
2026-09-04,crm,crm_meta_venta,24,24,0,0,7.84,100.0,False
2026-09-05,crm,crm_meta_venta,24,24,0,0,4.82,100.0,False
2026-09-06,crm,crm_meta_venta,24,24,0,0,7.82,100.0,False
2026-09-07,crm,crm_meta_venta,24,24,0,0,7.86,100.0,False
2026-09-08,crm,crm_meta_venta,24,24,0,0,4.79,100.0,False
2026-09-09,crm,crm_meta_venta,24,24,0,0,7.79,100.0,False
2026-09-10,crm,crm_meta_venta,24,24,0,0,3.94,100.0,False
2026-09-11,crm,crm_meta_venta,24,24,0,0,3.96,100.0,False
2026-09-12,crm,crm_meta_venta,24,24,0,0,3.9,100.0,False
2026-09-13,crm,crm_meta_venta,24,24,0,0,3.92,100.0,False
2026-09-14,crm,crm_meta_venta,24,24,0,0,7.87,100.0,False
2026-09-15,crm,crm_meta_venta,24,11,12,1,24.83,45.8,False
2026-09-16,crm,crm_meta_venta,24,13,0,11,35.83,54.2,False
2026-09-17,crm,crm_meta_venta,24,24,0,0,3.83,100.0,False
2026-09-18,crm,crm_meta_venta,24,24,0,0,7.8,100.0,False
2026-09-19,crm,crm_meta_venta,24,24,0,0,4.53,100.0,False
2026-09-20,crm,crm_meta_venta,24,24,0,0,7.53,100.0,False
2026-09-21,crm,crm_meta_venta,20,20,0,0,9.0,100.0,True
2026-08-23,crm,crm_oportunidad_evento,24,24,0,0,3.85,100.0,False
2026-08-24,crm,crm_oportunidad_evento,24,24,0,0,3.94,100.0,False
2026-08-25,crm,crm_oportunidad_evento,24,24,0,0,3.96,100.0,False
2026-08-26,crm,crm_oportunidad_evento,24,24,0,0,3.92,100.0,False
2026-08-27,crm,crm_oportunidad_evento,24,24,0,0,3.9,100.0,False
2026-08-28,crm,crm_oportunidad_evento,24,24,0,0,3.9,100.0,False
2026-08-29,crm,crm_oportunidad_evento,24,24,0,0,7.89,100.0,False
2026-08-30,crm,crm_oportunidad_evento,24,24,0,0,7.84,100.0,False
2026-08-31,crm,crm_oportunidad_evento,24,24,0,0,3.89,100.0,False
2026-09-01,crm,crm_oportunidad_evento,24,24,0,0,3.88,100.0,False
2026-09-02,crm,crm_oportunidad_evento,24,24,0,0,3.88,100.0,False
2026-09-03,crm,crm_oportunidad_evento,24,24,0,0,7.83,100.0,False
2026-09-04,crm,crm_oportunidad_evento,24,24,0,0,7.84,100.0,False
2026-09-05,crm,crm_oportunidad_evento,24,24,0,0,4.82,100.0,False
2026-09-06,crm,crm_oportunidad_evento,24,24,0,0,7.82,100.0,False
2026-09-07,crm,crm_oportunidad_evento,24,24,0,0,7.86,100.0,False
2026-09-08,crm,crm_oportunidad_evento,24,24,0,0,4.79,100.0,False
2026-09-09,crm,crm_oportunidad_evento,24,24,0,0,7.79,100.0,False
2026-09-10,crm,crm_oportunidad_evento,24,24,0,0,3.94,100.0,False
2026-09-11,crm,crm_oportunidad_evento,24,24,0,0,3.96,100.0,False
2026-09-12,crm,crm_oportunidad_evento,24,24,0,0,3.9,100.0,False
2026-09-13,crm,crm_oportunidad_evento,24,24,0,0,3.92,100.0,False
2026-09-14,crm,crm_oportunidad_evento,24,24,0,0,7.87,100.0,False
2026-09-15,crm,crm_oportunidad_evento,24,11,12,1,24.83,45.8,False
2026-09-16,crm,crm_oportunidad_evento,24,13,0,11,35.83,54.2,False
2026-09-17,crm,crm_oportunidad_evento,24,24,0,0,3.83,100.0,False
2026-09-18,crm,crm_oportunidad_evento,24,24,0,0,7.8,100.0,False
2026-09-19,crm,crm_oportunidad_evento,24,24,0,0,4.53,100.0,False
2026-09-20,crm,crm_oportunidad_evento,24,24,0,0,7.53,100.0,False
2026-09-21,crm,crm_oportunidad_evento,20,20,0,0,9.0,100.0,True
2026-08-23,crm,crm_vendedor,24,24,0,0,3.85,100.0,False
2026-08-24,crm,crm_vendedor,24,24,0,0,3.94,100.0,False
2026-08-25,crm,crm_vendedor,24,24,0,0,3.96,100.0,False
2026-08-26,crm,crm_vendedor,24,24,0,0,3.92,100.0,False
2026-08-27,crm,crm_vendedor,24,24,0,0,3.9,100.0,False
2026-08-28,crm,crm_vendedor,24,24,0,0,3.9,100.0,False
2026-08-29,crm,crm_vendedor,24,24,0,0,7.89,100.0,False
2026-08-30,crm,crm_vendedor,24,24,0,0,7.84,100.0,False
2026-08-31,crm,crm_vendedor,24,24,0,0,3.89,100.0,False
2026-09-01,crm,crm_vendedor,24,24,0,0,3.88,100.0,False
2026-09-02,crm,crm_vendedor,24,24,0,0,3.88,100.0,False
2026-09-03,crm,crm_vendedor,24,24,0,0,7.83,100.0,False
2026-09-04,crm,crm_vendedor,24,24,0,0,7.84,100.0,False
2026-09-05,crm,crm_vendedor,24,24,0,0,4.82,100.0,False
2026-09-06,crm,crm_vendedor,24,24,0,0,7.82,100.0,False
2026-09-07,crm,crm_vendedor,24,24,0,0,7.86,100.0,False
2026-09-08,crm,crm_vendedor,24,24,0,0,4.79,100.0,False
2026-09-09,crm,crm_vendedor,24,24,0,0,7.79,100.0,False
2026-09-10,crm,crm_vendedor,24,24,0,0,3.94,100.0,False
2026-09-11,crm,crm_vendedor,24,24,0,0,3.96,100.0,False
2026-09-12,crm,crm_vendedor,24,24,0,0,3.9,100.0,False
2026-09-13,crm,crm_vendedor,24,24,0,0,3.92,100.0,False
2026-09-14,crm,crm_vendedor,24,24,0,0,7.87,100.0,False
2026-09-15,crm,crm_vendedor,24,11,12,1,24.83,45.8,False
2026-09-16,crm,crm_vendedor,24,13,0,11,35.83,54.2,False
2026-09-17,crm,crm_vendedor,24,24,0,0,3.83,100.0,False
2026-09-18,crm,crm_vendedor,24,24,0,0,7.8,100.0,False
2026-09-19,crm,crm_vendedor,24,24,0,0,4.53,100.0,False
2026-09-20,crm,crm_vendedor,24,24,0,0,7.53,100.0,False
2026-09-21,crm,crm_vendedor,20,20,0,0,9.0,100.0,True
2026-08-23,encuestas,encuesta_nps,24,24,0,0,141.82,100.0,False
2026-08-24,encuestas,encuesta_nps,24,24,0,0,156.82,100.0,False
2026-08-25,encuestas,encuesta_nps,24,24,0,0,32.47,100.0,False
2026-08-26,encuestas,encuesta_nps,24,24,0,0,56.47,100.0,False
2026-08-27,encuestas,encuesta_nps,24,24,0,0,80.47,100.0,False
2026-08-28,encuestas,encuesta_nps,24,24,0,0,104.47,100.0,False
2026-08-29,encuestas,encuesta_nps,24,24,0,0,128.47,100.0,False
2026-08-30,encuestas,encuesta_nps,24,24,0,0,152.47,100.0,False
2026-08-31,encuestas,encuesta_nps,24,24,0,0,176.47,100.0,False
2026-09-01,encuestas,encuesta_nps,24,24,0,0,183.47,100.0,False
2026-09-02,encuestas,encuesta_nps,24,24,0,0,40.75,100.0,False
2026-09-03,encuestas,encuesta_nps,24,24,0,0,64.75,100.0,False
2026-09-04,encuestas,encuesta_nps,24,24,0,0,88.75,100.0,False
2026-09-05,encuestas,encuesta_nps,24,24,0,0,112.75,100.0,False
2026-09-06,encuestas,encuesta_nps,24,24,0,0,136.75,100.0,False
2026-09-07,encuestas,encuesta_nps,24,24,0,0,160.75,100.0,False
2026-09-08,encuestas,encuesta_nps,24,24,0,0,177.75,100.0,False
2026-09-09,encuestas,encuesta_nps,24,24,0,0,30.29,100.0,False
2026-09-10,encuestas,encuesta_nps,24,24,0,0,54.29,100.0,False
2026-09-11,encuestas,encuesta_nps,24,24,0,0,78.29,100.0,False
2026-09-12,encuestas,encuesta_nps,24,24,0,0,102.29,100.0,False
2026-09-13,encuestas,encuesta_nps,24,24,0,0,126.29,100.0,False
2026-09-14,encuestas,encuesta_nps,24,24,0,0,150.29,100.0,False
2026-09-15,encuestas,encuesta_nps,24,24,0,0,169.29,100.0,False
2026-09-16,encuestas,encuesta_nps,24,24,0,0,28.0,100.0,False
2026-09-17,encuestas,encuesta_nps,24,24,0,0,52.0,100.0,False
2026-09-18,encuestas,encuesta_nps,24,24,0,0,76.0,100.0,False
2026-09-19,encuestas,encuesta_nps,24,24,0,0,100.0,100.0,False
2026-09-20,encuestas,encuesta_nps,24,24,0,0,124.0,100.0,False
2026-09-21,encuestas,encuesta_nps,20,20,0,0,144.0,100.0,True
2026-08-23,erp,calendario,24,24,0,0,23.73,100.0,False
2026-08-24,erp,calendario,24,24,0,0,23.34,100.0,False
2026-08-25,erp,calendario,24,24,0,0,23.67,100.0,False
2026-08-26,erp,calendario,24,24,0,0,23.41,100.0,False
2026-08-27,erp,calendario,24,24,0,0,23.01,100.0,False
2026-08-28,erp,calendario,24,24,0,0,23.52,100.0,False
2026-08-29,erp,calendario,24,24,0,0,23.63,100.0,False
2026-08-30,erp,calendario,24,24,0,0,24.63,100.0,False
2026-08-31,erp,calendario,24,24,0,0,23.1,100.0,False
2026-09-01,erp,calendario,24,24,0,0,23.61,100.0,False
2026-09-02,erp,calendario,24,24,0,0,23.48,100.0,False
2026-09-03,erp,calendario,24,24,0,0,23.5,100.0,False
2026-09-04,erp,calendario,24,24,0,0,23.39,100.0,False
2026-09-05,erp,calendario,24,24,0,0,23.18,100.0,False
2026-09-06,erp,calendario,24,24,0,0,23.49,100.0,False
2026-09-07,erp,calendario,24,2,22,0,47.49,8.3,False
2026-09-08,erp,calendario,24,0,0,24,71.49,0.0,False
2026-09-09,erp,calendario,24,24,0,0,23.6,100.0,False
2026-09-10,erp,calendario,24,22,2,0,27.6,91.7,False
2026-09-11,erp,calendario,24,24,0,0,22.25,100.0,False
2026-09-12,erp,calendario,24,24,0,0,23.55,100.0,False
2026-09-13,erp,calendario,24,24,0,0,23.36,100.0,False
2026-09-14,erp,calendario,24,24,0,0,24.36,100.0,False
2026-09-15,erp,calendario,24,3,21,0,46.27,12.5,False
2026-09-16,erp,calendario,24,24,0,0,23.67,100.0,False
2026-09-17,erp,calendario,24,24,0,0,24.67,100.0,False
2026-09-18,erp,calendario,24,24,0,0,23.57,100.0,False
2026-09-19,erp,calendario,24,24,0,0,23.59,100.0,False
2026-09-20,erp,calendario,24,24,0,0,22.12,100.0,False
2026-09-21,erp,calendario,20,20,0,0,20.0,100.0,True
2026-08-23,erp,factura_linea,24,24,0,0,23.73,100.0,False
2026-08-24,erp,factura_linea,24,24,0,0,23.34,100.0,False
2026-08-25,erp,factura_linea,24,24,0,0,23.67,100.0,False
2026-08-26,erp,factura_linea,24,24,0,0,23.41,100.0,False
2026-08-27,erp,factura_linea,24,24,0,0,23.01,100.0,False
2026-08-28,erp,factura_linea,24,24,0,0,23.52,100.0,False
2026-08-29,erp,factura_linea,24,24,0,0,23.63,100.0,False
2026-08-30,erp,factura_linea,24,24,0,0,24.63,100.0,False
2026-08-31,erp,factura_linea,24,24,0,0,23.1,100.0,False
2026-09-01,erp,factura_linea,24,24,0,0,23.61,100.0,False
2026-09-02,erp,factura_linea,24,24,0,0,23.48,100.0,False
2026-09-03,erp,factura_linea,24,24,0,0,23.5,100.0,False
2026-09-04,erp,factura_linea,24,24,0,0,23.39,100.0,False
2026-09-05,erp,factura_linea,24,24,0,0,23.18,100.0,False
2026-09-06,erp,factura_linea,24,24,0,0,23.49,100.0,False
2026-09-07,erp,factura_linea,24,2,22,0,47.49,8.3,False
2026-09-08,erp,factura_linea,24,0,0,24,71.49,0.0,False
2026-09-09,erp,factura_linea,24,24,0,0,23.6,100.0,False
2026-09-10,erp,factura_linea,24,22,2,0,27.6,91.7,False
2026-09-11,erp,factura_linea,24,24,0,0,22.25,100.0,False
2026-09-12,erp,factura_linea,24,24,0,0,23.55,100.0,False
2026-09-13,erp,factura_linea,24,24,0,0,23.36,100.0,False
2026-09-14,erp,factura_linea,24,24,0,0,24.36,100.0,False
2026-09-15,erp,factura_linea,24,3,21,0,46.27,12.5,False
2026-09-16,erp,factura_linea,24,24,0,0,23.67,100.0,False
2026-09-17,erp,factura_linea,24,24,0,0,24.67,100.0,False
2026-09-18,erp,factura_linea,24,24,0,0,23.57,100.0,False
2026-09-19,erp,factura_linea,24,24,0,0,23.59,100.0,False
2026-09-20,erp,factura_linea,24,24,0,0,22.12,100.0,False
2026-09-21,erp,factura_linea,20,20,0,0,20.0,100.0,True
2026-08-23,erp,pago,24,24,0,0,23.73,100.0,False
2026-08-24,erp,pago,24,24,0,0,23.34,100.0,False
2026-08-25,erp,pago,24,24,0,0,23.67,100.0,False
2026-08-26,erp,pago,24,24,0,0,23.41,100.0,False
2026-08-27,erp,pago,24,24,0,0,23.01,100.0,False
2026-08-28,erp,pago,24,24,0,0,23.52,100.0,False
2026-08-29,erp,pago,24,24,0,0,23.63,100.0,False
2026-08-30,erp,pago,24,24,0,0,24.63,100.0,False
2026-08-31,erp,pago,24,24,0,0,23.1,100.0,False
2026-09-01,erp,pago,24,24,0,0,23.61,100.0,False
2026-09-02,erp,pago,24,24,0,0,23.48,100.0,False
2026-09-03,erp,pago,24,24,0,0,23.5,100.0,False
2026-09-04,erp,pago,24,24,0,0,23.39,100.0,False
2026-09-05,erp,pago,24,24,0,0,23.18,100.0,False
2026-09-06,erp,pago,24,24,0,0,23.49,100.0,False
2026-09-07,erp,pago,24,2,22,0,47.49,8.3,False
2026-09-08,erp,pago,24,0,0,24,71.49,0.0,False
2026-09-09,erp,pago,24,24,0,0,23.6,100.0,False
2026-09-10,erp,pago,24,22,2,0,27.6,91.7,False
2026-09-11,erp,pago,24,24,0,0,22.25,100.0,False
2026-09-12,erp,pago,24,24,0,0,23.55,100.0,False
2026-09-13,erp,pago,24,24,0,0,23.36,100.0,False
2026-09-14,erp,pago,24,24,0,0,24.36,100.0,False
2026-09-15,erp,pago,24,3,21,0,46.27,12.5,False
2026-09-16,erp,pago,24,24,0,0,23.67,100.0,False
2026-09-17,erp,pago,24,24,0,0,24.67,100.0,False
2026-09-18,erp,pago,24,24,0,0,23.57,100.0,False
2026-09-19,erp,pago,24,24,0,0,23.59,100.0,False
2026-09-20,erp,pago,24,24,0,0,22.12,100.0,False
2026-09-21,erp,pago,20,20,0,0,20.0,100.0,True
2026-08-23,erp,producto,24,24,0,0,23.73,100.0,False
2026-08-24,erp,producto,24,24,0,0,23.34,100.0,False
2026-08-25,erp,producto,24,24,0,0,23.67,100.0,False
2026-08-26,erp,producto,24,24,0,0,23.41,100.0,False
2026-08-27,erp,producto,24,24,0,0,23.01,100.0,False
2026-08-28,erp,producto,24,24,0,0,23.52,100.0,False
2026-08-29,erp,producto,24,24,0,0,23.63,100.0,False
2026-08-30,erp,producto,24,24,0,0,24.63,100.0,False
2026-08-31,erp,producto,24,24,0,0,23.1,100.0,False
2026-09-01,erp,producto,24,24,0,0,23.61,100.0,False
2026-09-02,erp,producto,24,24,0,0,23.48,100.0,False
2026-09-03,erp,producto,24,24,0,0,23.5,100.0,False
2026-09-04,erp,producto,24,24,0,0,23.39,100.0,False
2026-09-05,erp,producto,24,24,0,0,23.18,100.0,False
2026-09-06,erp,producto,24,24,0,0,23.49,100.0,False
2026-09-07,erp,producto,24,2,22,0,47.49,8.3,False
2026-09-08,erp,producto,24,0,0,24,71.49,0.0,False
2026-09-09,erp,producto,24,24,0,0,23.6,100.0,False
2026-09-10,erp,producto,24,22,2,0,27.6,91.7,False
2026-09-11,erp,producto,24,24,0,0,22.25,100.0,False
2026-09-12,erp,producto,24,24,0,0,23.55,100.0,False
2026-09-13,erp,producto,24,24,0,0,23.36,100.0,False
2026-09-14,erp,producto,24,24,0,0,24.36,100.0,False
2026-09-15,erp,producto,24,3,21,0,46.27,12.5,False
2026-09-16,erp,producto,24,24,0,0,23.67,100.0,False
2026-09-17,erp,producto,24,24,0,0,24.67,100.0,False
2026-09-18,erp,producto,24,24,0,0,23.57,100.0,False
2026-09-19,erp,producto,24,24,0,0,23.59,100.0,False
2026-09-20,erp,producto,24,24,0,0,22.12,100.0,False
2026-09-21,erp,producto,20,20,0,0,20.0,100.0,True
2026-08-23,erp,suscripcion_cargo,24,24,0,0,23.73,100.0,False
2026-08-24,erp,suscripcion_cargo,24,24,0,0,23.34,100.0,False
2026-08-25,erp,suscripcion_cargo,24,24,0,0,23.67,100.0,False
2026-08-26,erp,suscripcion_cargo,24,24,0,0,23.41,100.0,False
2026-08-27,erp,suscripcion_cargo,24,24,0,0,23.01,100.0,False
2026-08-28,erp,suscripcion_cargo,24,24,0,0,23.52,100.0,False
2026-08-29,erp,suscripcion_cargo,24,24,0,0,23.63,100.0,False
2026-08-30,erp,suscripcion_cargo,24,24,0,0,24.63,100.0,False
2026-08-31,erp,suscripcion_cargo,24,24,0,0,23.1,100.0,False
2026-09-01,erp,suscripcion_cargo,24,24,0,0,23.61,100.0,False
2026-09-02,erp,suscripcion_cargo,24,24,0,0,23.48,100.0,False
2026-09-03,erp,suscripcion_cargo,24,24,0,0,23.5,100.0,False
2026-09-04,erp,suscripcion_cargo,24,24,0,0,23.39,100.0,False
2026-09-05,erp,suscripcion_cargo,24,24,0,0,23.18,100.0,False
2026-09-06,erp,suscripcion_cargo,24,24,0,0,23.49,100.0,False
2026-09-07,erp,suscripcion_cargo,24,2,22,0,47.49,8.3,False
2026-09-08,erp,suscripcion_cargo,24,0,0,24,71.49,0.0,False
2026-09-09,erp,suscripcion_cargo,24,24,0,0,23.6,100.0,False
2026-09-10,erp,suscripcion_cargo,24,22,2,0,27.6,91.7,False
2026-09-11,erp,suscripcion_cargo,24,24,0,0,22.25,100.0,False
2026-09-12,erp,suscripcion_cargo,24,24,0,0,23.55,100.0,False
2026-09-13,erp,suscripcion_cargo,24,24,0,0,23.36,100.0,False
2026-09-14,erp,suscripcion_cargo,24,24,0,0,24.36,100.0,False
2026-09-15,erp,suscripcion_cargo,24,3,21,0,46.27,12.5,False
2026-09-16,erp,suscripcion_cargo,24,24,0,0,23.67,100.0,False
2026-09-17,erp,suscripcion_cargo,24,24,0,0,24.67,100.0,False
2026-09-18,erp,suscripcion_cargo,24,24,0,0,23.57,100.0,False
2026-09-19,erp,suscripcion_cargo,24,24,0,0,23.59,100.0,False
2026-09-20,erp,suscripcion_cargo,24,24,0,0,22.12,100.0,False
2026-09-21,erp,suscripcion_cargo,20,20,0,0,20.0,100.0,True
2026-08-23,helpdesk,ticket_soporte,24,24,0,0,5.87,100.0,False
2026-08-24,helpdesk,ticket_soporte,24,24,0,0,5.84,100.0,False
2026-08-25,helpdesk,ticket_soporte,24,24,0,0,5.93,100.0,False
2026-08-26,helpdesk,ticket_soporte,24,24,0,0,5.85,100.0,False
