cliente_id,fecha,monto_mxn
C-0003,2026-05-14,1089.68
C-0003,2025-10-26,1212.41
C-0003,2026-04-10,1040.44
C-0003,2026-05-18,1417.94
C-0003,2025-09-21,855.75
C-0003,2025-11-10,1632.13
C-0003,2026-05-21,1199.66
C-0003,2026-02-19,1083.16
C-0003,2026-04-02,845.4
C-0003,2025-09-16,884.47
C-0003,2026-01-23,289.08
C-0003,2025-09-22,688.06
C-0003,2026-03-03,684.13
C-0003,2026-04-05,893.28
C-0003,2026-01-28,1214.26
C-0003,2025-11-07,1954.24
C-0003,2026-05-30,1476.65
C-0003,2026-02-22,5180.1
C-0003,2026-05-04,1397.9
C-0003,2026-07-05,1042.0
C-0003,2026-06-14,945.65
C-0003,2026-07-02,2271.48
C-0003,2025-11-04,520.17
C-0003,2026-07-07,1021.87
C-0003,2025-10-06,654.33
C-0003,2026-06-28,375.63
C-0003,2026-02-14,507.74
C-0003,2025-09-08,2127.65
C-0003,2025-12-08,128.28
C-0003,2026-03-10,1017.24
C-0003,2026-05-10,595.24
C-0003,2026-04-17,2050.85
C-0003,2026-07-18,785.3
C-0003,2026-02-06,474.23
C-0003,2025-09-07,350.1
C-0003,2026-01-17,1292.75
C-0003,2025-12-15,1117.3
C-0003,2025-11-28,618.79
C-0003,2026-01-14,703.04
C-0003,2026-08-19,877.13
C-0003,2026-07-14,2277.99
C-0004,2025-11-25,1602.53
C-0004,2025-11-05,931.17
C-0004,2026-01-08,1620.96
C-0004,2026-04-12,1365.49
C-0004,2026-02-28,1036.98
C-0004,2026-05-29,1161.17
C-0004,2026-03-27,265.11
C-0004,2025-11-08,1268.91
C-0004,2026-07-06,1786.8
C-0004,2026-04-17,377.1
C-0004,2025-10-30,731.91
C-0004,2026-07-26,1450.97
C-0004,2026-04-22,786.38
C-0004,2026-06-28,691.61
C-0004,2026-02-07,820.08
C-0004,2025-10-12,419.76
C-0004,2026-05-21,739.11
C-0004,2026-06-14,343.26
C-0004,2026-07-12,443.16
C-0004,2025-11-01,2109.99
C-0004,2026-02-24,1280.45
C-0004,2025-09-19,579.86
C-0004,2026-02-15,451.86
C-0004,2025-09-14,1177.05
C-0004,2025-10-21,463.51
C-0004,2026-06-21,1209.73
C-0004,2026-07-27,871.6
C-0004,2026-05-09,1046.47
C-0004,2026-07-13,93.66
C-0004,2026-04-08,2399.12
C-0004,2026-06-17,1631.18
C-0004,2025-10-01,1648.75
C-0004,2026-03-11,978.79
C-0004,2025-09-11,1317.06
C-0004,2025-12-25,525.63
C-0004,2025-10-22,317.71
C-0004,2026-07-25,499.51
C-0004,2025-09-13,2587.6
C-0005,2026-02-28,2306.06
C-0005,2025-12-06,1034.26
C-0005,2025-11-14,538.95
C-0005,2026-08-12,1280.79
C-0005,2026-01-23,2833.29
C-0005,2025-12-05,892.03
C-0005,2026-01-01,815.19
C-0005,2026-03-10,674.49
C-0005,2025-09-14,656.64
C-0005,2025-10-27,696.88
C-0005,2025-09-19,218.83
C-0005,2025-11-22,296.77
C-0005,2025-11-18,1109.0
C-0005,2026-08-18,413.58
C-0005,2025-10-08,836.96
C-0005,2026-06-25,989.41
C-0005,2026-07-18,821.42
C-0005,2026-03-22,1072.9
C-0005,2026-03-27,1820.42
C-0005,2025-09-14,1047.7
C-0005,2025-11-01,1446.43
C-0005,2025-10-22,479.71
C-0005,2026-06-24,705.67
C-0005,2026-07-08,309.02
C-0005,2026-04-03,183.15
C-0005,2026-02-21,237.19
C-0005,2026-03-02,609.56
C-0005,2025-10-11,516.48
C-0005,2026-01-12,1741.62
C-0005,2025-12-05,719.27
C-0005,2025-10-27,1009.64
C-0005,2025-12-29,464.16
C-0005,2026-07-13,603.71
C-0005,2025-10-23,1361.12
C-0005,2025-10-20,389.56
C-0005,2025-09-22,1081.62
C-0005,2026-08-01,412.67
C-0005,2026-05-14,630.04
C-0005,2026-01-06,1621.17
C-0005,2025-11-03,1352.24
C-0005,2026-03-12,800.53
C-0005,2026-04-18,505.88
C-0005,2026-08-18,1302.87
C-0005,2026-08-06,449.08
C-0005,2026-07-14,657.3
C-0005,2026-08-12,309.12
C-0005,2025-09-18,587.46
C-0005,2025-11-24,414.55
C-0005,2025-12-09,404.84
C-0006,2025-12-22,1157.48
C-0006,2025-10-17,552.17
C-0006,2026-01-30,781.3
C-0006,2025-11-08,1107.5
C-0006,2026-03-25,199.32
C-0006,2025-10-17,1904.81
C-0006,2026-08-02,1789.66
C-0006,2025-11-19,2311.91
C-0006,2026-06-22,477.19
C-0006,2026-02-21,452.59
C-0006,2026-04-09,903.42
C-0006,2026-08-05,973.19
C-0006,2026-06-03,135.39
C-0006,2026-06-24,618.01
C-0006,2026-03-11,388.71
C-0006,2026-07-21,560.94
C-0006,2026-07-28,855.3
C-0006,2026-01-04,1115.37
C-0006,2026-03-10,225.0
C-0006,2026-03-03,443.62
C-0006,2026-02-20,1168.35
C-0006,2025-12-17,455.85
C-0006,2025-10-23,474.66
C-0006,2025-10-03,579.93
C-0006,2026-03-20,1227.86
C-0006,2025-12-01,437.81
C-0006,2026-03-12,1921.25
C-0006,2026-01-04,225.04
C-0006,2026-08-21,1221.78
C-0006,2025-10-15,413.71
C-0006,2026-06-18,310.49
C-0006,2026-08-12,953.87
C-0006,2026-06-23,802.66
C-0006,2026-08-12,1199.72
C-0006,2026-05-09,1166.35
C-0006,2025-09-27,244.3
C-0006,2026-01-20,740.47
C-0006,2026-01-11,950.28
C-0006,2026-03-07,737.76
C-0006,2025-09-25,1154.0
C-0006,2026-04-14,370.7
C-0006,2026-06-09,1064.66
C-0006,2026-04-04,969.48
C-0006,2026-01-09,793.64
C-0006,2025-11-03,443.3
C-0006,2025-10-20,631.06
C-0006,2026-05-07,334.75
C-0007,2026-02-07,786.86
C-0007,2026-06-15,999.05
C-0007,2026-02-04,357.89
C-0007,2026-06-30,1284.65
C-0007,2025-12-23,690.39
C-0007,2025-12-02,80.0
C-0007,2026-03-24,178.33
C-0007,2026-05-28,1042.37
C-0007,2025-10-11,763.87
C-0007,2026-08-01,883.35
C-0007,2026-05-30,1885.6
C-0007,2026-03-03,2349.59
C-0007,2026-06-26,2729.05
C-0007,2026-04-14,530.75
C-0007,2026-04-09,795.89
C-0007,2025-10-21,882.05
C-0007,2026-05-28,1680.82
C-0007,2026-06-11,1040.45
C-0007,2026-07-16,2472.77
C-0007,2026-04-08,668.14
C-0007,2026-06-20,281.05
C-0007,2026-06-24,2092.02
C-0007,2025-09-13,1248.97
C-0007,2026-01-22,1456.83
C-0007,2026-08-09,412.8
C-0007,2025-10-04,732.86
C-0007,2026-07-23,1710.08
C-0007,2025-09-23,495.89
C-0007,2025-09-20,520.63
C-0007,2026-03-19,2166.52
C-0007,2026-07-28,884.99
C-0007,2026-07-23,525.12
C-0007,2026-06-01,308.13
C-0007,2025-11-28,632.47
C-0007,2026-08-07,1822.68
C-0008,2025-10-11,777.32
C-0008,2026-02-16,513.06
C-0008,2025-12-07,847.5
C-0008,2026-01-09,109.68
C-0008,2025-10-18,392.9
C-0008,2026-03-07,678.15
C-0008,2026-03-09,969.49
C-0008,2026-05-24,446.04
C-0008,2026-04-28,2655.82
C-0008,2026-08-02,1762.51
C-0008,2026-03-24,1771.48
C-0008,2026-03-28,985.11
C-0008,2025-10-30,389.61
C-0008,2026-06-24,843.8
C-0008,2026-07-12,106.21
C-0008,2026-05-09,476.5
C-0008,2025-12-21,1539.51
C-0008,2026-04-20,683.27
C-0008,2025-10-20,1034.83
C-0008,2025-10-12,1825.67
C-0008,2025-12-07,1177.13
C-0008,2026-05-17,775.29
C-0008,2025-09-22,739.01
C-0008,2025-09-08,670.15
C-0008,2026-07-25,669.32
C-0008,2026-05-03,2149.31
C-0008,2026-07-17,1014.66
C-0008,2025-09-25,736.48
C-0008,2025-10-18,737.08
C-0008,2026-01-06,1141.86
C-0008,2026-08-20,543.45
C-0008,2025-10-31,594.02
C-0008,2026-05-02,678.1
C-0008,2025-09-08,1115.73
C-0008,2025-12-28,904.06
C-0008,2025-11-01,100.72
C-0008,2025-10-23,1224.48
C-0008,2026-04-08,1066.22
C-0008,2026-07-04,829.61
C-0009,2026-06-03,393.49
C-0009,2025-12-12,528.75
C-0009,2025-12-26,264.26
C-0009,2026-03-05,1235.69
C-0009,2026-04-01,108.57
C-0009,2026-01-16,1059.73
C-0009,2025-12-04,460.32
C-0009,2025-09-17,1843.98
C-0009,2026-05-30,1953.87
C-0009,2026-07-10,4605.52
C-0009,2026-07-19,1176.17
C-0009,2025-11-27,2342.83
C-0009,2026-03-22,737.5
C-0009,2026-02-14,1077.67
C-0009,2025-10-15,554.17
C-0009,2026-05-31,801.41
C-0009,2026-07-23,734.58
C-0009,2026-06-22,1116.67
C-0009,2026-02-20,1279.18
C-0009,2025-11-02,985.41
C-0009,2025-10-03,555.01
C-0009,2026-07-13,635.59
C-0009,2025-12-07,642.77
C-0009,2026-01-29,413.67
C-0009,2026-07-17,1000.97
C-0009,2025-11-20,1944.43
C-0009,2025-09-06,1165.72
C-0009,2026-05-10,1284.48
C-0009,2025-12-19,2266.95
C-0009,2026-04-28,384.83
C-0009,2026-06-02,408.6
C-0009,2026-02-04,1582.82
C-0009,2026-06-02,443.91
C-0009,2026-05-08,1668.05
C-0009,2026-02-22,647.02
C-0009,2026-07-19,1285.55
C-0009,2026-08-16,891.19
C-0010,2026-07-22,1233.65
C-0010,2026-06-11,247.48
C-0010,2026-05-03,453.25
C-0010,2026-01-23,1517.73
C-0010,2026-03-02,508.91
C-0010,2026-06-24,1627.64
C-0010,2026-02-17,1183.44
C-0010,2026-04-08,346.09
C-0010,2026-05-11,728.29
C-0010,2026-01-15,1231.13
C-0010,2026-07-19,1145.52
C-0010,2026-02-12,554.39
C-0010,2026-07-13,253.91
C-0010,2026-01-21,436.93
C-0010,2026-03-06,1425.62
C-0010,2026-07-06,607.33
C-0010,2026-07-21,1302.34
C-0010,2026-04-25,483.28
C-0010,2026-05-27,1416.21
C-0010,2026-08-07,1212.36
C-0010,2025-12-26,612.84
C-0010,2026-01-25,462.58
C-0010,2026-01-08,540.22
C-0010,2026-06-03,807.57
C-0010,2025-12-20,1584.49
C-0010,2026-02-03,1040.17
C-0010,2025-11-20,741.47
C-0010,2026-08-01,511.74
C-0010,2026-06-19,1359.41
C-0010,2026-03-30,687.96
C-0010,2025-10-27,1110.54
C-0010,2026-05-10,626.21
C-0010,2025-11-01,914.13
C-0011,2025-11-28,700.43
C-0011,2025-10-05,1153.63
C-0011,2025-09-21,506.7
C-0011,2025-11-12,203.21
C-0011,2026-05-15,159.8
C-0011,2025-09-08,1379.22
C-0011,2025-10-31,1243.03
C-0011,2026-05-11,752.67
C-0011,2026-01-08,707.79
C-0011,2026-07-08,286.03
C-0011,2026-06-22,570.99
C-0011,2026-03-17,1385.65
C-0011,2026-01-07,1538.34
C-0011,2025-10-19,518.5
C-0011,2026-04-24,636.47
C-0011,2025-10-19,767.46
C-0011,2026-01-23,839.92
C-0011,2026-08-06,1433.99
C-0011,2026-08-25,782.21
C-0011,2025-12-13,776.61
C-0011,2025-10-05,324.05
C-0011,2025-11-23,928.03
C-0011,2026-07-13,268.1
C-0011,2025-12-28,555.59
C-0011,2025-09-09,1187.62
C-0011,2026-04-28,826.69
C-0011,2026-08-21,1549.01
C-0011,2026-04-13,1289.71
C-0011,2026-05-04,487.02
C-0011,2026-06-11,1185.75
C-0011,2026-07-18,1207.97
C-0011,2026-07-14,1838.94
C-0011,2026-07-07,1104.23
C-0011,2026-02-25,1610.95
C-0011,2026-02-04,1587.54
C-0011,2025-12-07,277.9
C-0011,2026-05-21,483.82
C-0011,2025-10-25,804.24
C-0011,2025-12-03,1864.34
C-0012,2026-04-14,416.5
C-0012,2026-06-24,319.43
C-0012,2025-11-01,1168.98
C-0012,2026-04-14,754.64
C-0012,2025-12-02,606.13
C-0012,2025-10-04,1025.69
C-0012,2025-09-17,564.74
C-0012,2026-03-13,423.63
C-0012,2026-07-01,801.43
C-0012,2025-09-26,1072.99
C-0012,2025-11-21,1463.2
C-0012,2025-09-28,1607.33
C-0012,2025-09-27,837.78
C-0012,2026-03-26,326.99
C-0012,2026-03-07,1084.31
C-0012,2026-04-02,1993.73
C-0012,2026-02-15,901.27
C-0012,2025-10-24,1231.53
C-0012,2026-02-21,1270.93
C-0012,2026-06-03,386.62
C-0012,2026-05-29,1279.13
C-0012,2026-04-25,916.32
C-0012,2025-10-06,211.74
C-0012,2025-09-05,349.26
C-0012,2025-09-26,971.67
C-0012,2025-09-11,956.08
C-0012,2026-07-20,1339.64
C-0012,2025-12-16,709.53
C-0012,2026-04-30,2074.25
C-0012,2025-11-08,1400.98
C-0012,2025-11-08,114.28
C-0012,2026-08-21,387.95
C-0012,2025-10-31,426.94
C-0012,2025-12-04,187.23
C-0012,2026-04-30,889.69
C-0012,2026-02-24,808.04
C-0012,2025-12-09,1162.59
C-0012,2025-12-22,611.56
C-0012,2026-03-08,1143.26
C-0012,2026-03-08,924.56
C-0012,2026-08-22,2168.7
C-0012,2026-07-13,640.15
C-0012,2026-04-29,966.9
C-0012,2025-10-11,251.38
C-0012,2026-05-14,1481.97
C-0012,2026-02-10,315.44
C-0012,2026-04-23,1191.7
C-0012,2026-08-14,253.19
C-0012,2026-08-09,1463.15
C-0012,2026-08-21,1294.21
C-0012,2026-02-09,1117.12
C-0013,2026-03-14,395.86
C-0013,2026-06-24,1487.95
C-0013,2025-12-02,354.11
C-0013,2026-05-16,222.44
C-0013,2026-07-25,80.0
C-0013,2026-04-08,386.42
C-0013,2026-01-30,1324.16
C-0013,2026-02-18,559.54
C-0013,2026-01-04,346.37
C-0013,2026-03-12,1419.26
C-0013,2025-12-13,1187.12
C-0013,2026-07-03,1297.17
C-0013,2026-01-02,143.61
C-0013,2026-04-18,985.59
C-0013,2025-12-06,848.1
C-0013,2026-04-09,1550.05
C-0013,2026-01-12,1303.73
C-0013,2025-12-10,619.34
C-0013,2025-12-03,997.13
C-0013,2026-07-17,369.89
C-0013,2026-04-29,2110.18
C-0013,2026-04-29,165.02
C-0013,2026-03-08,943.17
C-0013,2026-01-31,1192.65
C-0013,2026-02-17,414.17
C-0013,2026-01-26,603.89
C-0013,2026-03-28,864.82
C-0013,2026-01-20,626.21
C-0013,2026-05-30,1921.32
C-0013,2025-11-24,296.85
C-0013,2026-02-19,850.53
C-0013,2025-12-10,987.61
C-0013,2026-01-01,309.11
C-0013,2025-09-22,690.25
C-0013,2026-06-03,936.33
C-0013,2026-01-07,178.64
C-0013,2026-03-24,601.36
C-0013,2026-02-21,553.21
C-0013,2026-01-26,943.96
C-0013,2025-10-02,555.74
C-0013,2025-12-20,633.52
C-0013,2026-08-24,1554.6
C-0014,2026-01-25,495.93
C-0014,2025-09-17,563.01
C-0014,2026-03-29,851.43
C-0014,2026-03-02,1753.01
C-0014,2026-08-13,1320.23
C-0014,2025-12-19,703.38
C-0014,2026-03-05,1290.2
C-0014,2025-10-20,644.54
C-0014,2026-02-27,1727.17
C-0014,2025-11-03,820.72
C-0014,2026-02-07,495.76
C-0014,2026-02-12,188.15
C-0014,2026-07-26,1328.53
C-0014,2026-04-17,345.35
C-0014,2026-03-05,895.65
C-0014,2025-12-28,1629.22
C-0014,2026-03-19,179.92
C-0014,2026-04-04,962.64
C-0014,2025-10-16,496.34
C-0014,2026-03-30,1387.81
C-0014,2025-12-03,1746.32
C-0014,2026-04-12,315.42
C-0014,2026-08-05,880.13
C-0014,2026-02-04,909.48
C-0014,2026-02-04,356.41
C-0014,2025-12-06,1405.52
C-0014,2025-09-23,1292.68
C-0014,2026-05-14,967.19
C-0014,2026-03-23,298.28
C-0014,2025-12-02,113.16
C-0014,2026-03-16,2421.04
C-0014,2026-01-05,1121.25
C-0014,2025-10-03,2251.23
C-0014,2026-08-02,914.42
C-0014,2025-11-30,2081.4
C-0014,2026-05-06,1230.46
C-0015,2026-06-11,2059.21
C-0015,2025-09-26,314.62
C-0015,2026-05-01,546.83
C-0015,2025-09-13,571.74
C-0015,2026-03-04,895.13
C-0015,2026-03-07,2568.6
C-0015,2025-12-24,80.0
C-0015,2025-11-12,989.88
C-0015,2026-06-23,624.04
C-0015,2025-12-10,880.39
C-0015,2026-05-10,1124.22
C-0015,2025-10-14,2505.85
C-0015,2026-01-13,1233.24
C-0015,2026-04-20,259.63
C-0015,2026-04-11,1097.53
C-0015,2026-08-29,329.57
C-0015,2026-06-06,3250.89
C-0015,2026-03-23,1816.11
C-0015,2026-07-07,908.33
C-0015,2026-03-25,844.47
C-0015,2025-12-16,150.43
C-0015,2025-12-23,1208.25
C-0015,2025-12-03,656.91
C-0015,2025-10-25,865.13
C-0015,2025-10-01,2334.66
C-0015,2026-06-18,404.33
C-0015,2026-05-08,496.88
C-0015,2026-02-27,1116.68
C-0015,2026-01-18,175.17
C-0015,2026-05-28,574.24
C-0015,2025-12-11,991.44
C-0015,2026-03-23,1357.17
C-0015,2026-06-28,775.08
C-0015,2025-11-23,906.7
C-0015,2026-05-05,2414.19
C-0015,2026-04-26,1027.42
C-0015,2026-02-03,2175.91
C-0015,2025-11-21,262.76
C-0015,2026-06-28,580.48
C-0015,2026-07-13,447.38
C-0015,2026-05-23,866.56
C-0015,2025-11-21,1904.02
C-0016,2026-01-13,2567.89
C-0016,2025-12-05,693.14
C-0016,2026-06-25,654.09
C-0016,2025-09-27,854.16
C-0016,2026-01-08,645.84
C-0016,2025-10-25,1084.7
C-0016,2026-04-05,1077.03
C-0016,2026-05-06,777.18
C-0016,2026-07-16,313.53
C-0016,2026-07-19,342.96
C-0016,2025-11-16,307.63
C-0016,2026-01-14,248.69
C-0016,2026-07-28,286.28
C-0016,2026-02-23,1264.04
C-0016,2026-06-30,731.45
C-0016,2025-09-29,602.2
C-0016,2025-10-07,811.31
C-0016,2026-01-23,551.92
C-0016,2025-11-24,2065.4
C-0016,2026-02-24,610.73
C-0016,2026-03-25,375.25
C-0016,2025-10-19,1938.66
C-0016,2026-04-25,1119.33
C-0016,2025-09-24,843.26
C-0016,2025-11-30,208.92
C-0016,2025-09-15,833.23
C-0016,2025-09-16,1602.25
C-0016,2025-11-10,402.92
C-0016,2026-04-13,976.92
C-0016,2026-07-14,1531.82
C-0016,2026-06-01,1122.72
C-0016,2025-10-25,892.75
C-0016,2025-12-22,1865.81
C-0016,2025-10-11,666.78
C-0016,2025-12-19,1694.04
C-0016,2025-09-30,1703.02
C-0016,2026-05-08,1757.17
C-0016,2026-08-06,1523.99
C-0016,2026-07-03,881.93
C-0016,2025-12-04,843.45
C-0016,2025-09-24,512.56
C-0017,2025-10-22,270.42
C-0017,2026-01-03,1622.36
C-0017,2026-05-01,901.85
C-0017,2026-07-21,282.82
C-0017,2025-11-11,809.25
C-0017,2026-03-06,810.16
C-0017,2025-12-16,948.42
C-0017,2026-01-24,441.49
C-0017,2026-08-04,573.81
C-0017,2026-01-22,736.5
C-0017,2026-01-11,329.24
C-0017,2026-03-14,598.76
C-0017,2026-08-01,514.69
C-0017,2025-12-05,367.44
C-0017,2025-12-02,2352.59
C-0017,2025-12-19,641.22
C-0017,2026-03-04,983.89
C-0017,2025-11-26,749.51
C-0017,2026-05-24,2216.27
C-0017,2025-12-20,972.58
C-0017,2026-01-13,787.19
C-0017,2025-12-11,1630.9
C-0017,2026-01-18,1839.27
C-0017,2026-06-12,377.47
C-0017,2026-01-15,1449.27
C-0017,2025-11-28,177.4
C-0017,2026-06-02,1105.44
C-0017,2026-08-15,778.15
C-0017,2026-05-06,1147.87
C-0017,2026-04-01,897.06
C-0018,2026-03-10,1020.01
C-0018,2026-05-29,118.94
C-0018,2026-08-07,891.79
C-0018,2026-04-26,640.84
C-0018,2025-11-29,682.17
C-0018,2026-04-02,1525.9
C-0018,2026-04-30,708.23
C-0018,2026-04-05,892.47
C-0018,2026-01-14,196.16
C-0018,2026-03-30,549.45
C-0018,2026-01-26,913.94
C-0018,2026-04-11,394.57
C-0018,2025-11-20,299.84
C-0018,2026-08-27,1223.85
C-0018,2025-12-23,812.78
C-0018,2026-02-04,294.85
C-0018,2026-08-24,486.35
C-0018,2026-04-22,555.13
C-0018,2026-07-26,1627.85
C-0018,2025-12-03,1114.12
C-0018,2025-09-13,648.54
C-0018,2025-11-26,154.72
C-0018,2026-03-26,586.76
C-0018,2026-01-25,550.64
C-0018,2026-02-02,279.9
C-0018,2026-07-31,2187.74
C-0018,2026-05-18,484.9
C-0018,2026-08-17,338.79
C-0018,2026-06-15,1123.27
C-0018,2026-06-27,1331.29
C-0018,2026-03-20,540.24
C-0018,2026-06-18,2114.22
C-0018,2025-12-03,1199.13
C-0018,2026-01-07,309.37
C-0018,2025-11-14,1494.3
C-0018,2026-01-11,1139.72
C-0018,2025-12-13,1422.28
C-0018,2026-01-26,942.12
C-0018,2026-01-30,773.46
C-0018,2025-09-16,934.79
C-0019,2026-08-07,821.12
C-0019,2025-10-21,1216.71
C-0019,2025-09-18,825.28
C-0019,2025-10-16,1070.4
C-0019,2025-09-10,1012.12
C-0019,2026-05-14,376.14
C-0019,2026-02-25,813.91
C-0019,2026-01-17,957.47
C-0019,2026-03-03,1248.25
C-0019,2026-02-16,1540.94
C-0019,2026-05-17,529.39
C-0019,2026-01-07,80.0
C-0019,2026-01-01,80.0
C-0019,2025-10-18,1133.07
C-0019,2025-11-22,1115.93
C-0019,2026-04-13,463.45
C-0019,2025-09-14,108.41
C-0019,2025-10-22,1178.79
C-0019,2026-07-24,972.64
C-0019,2026-01-20,2381.18
C-0019,2026-01-31,1852.28
C-0019,2026-02-18,909.25
C-0019,2026-08-19,1166.96
C-0019,2026-01-14,1384.51
C-0019,2026-05-15,1002.98
C-0019,2025-09-24,1499.25
C-0019,2026-01-16,411.76
C-0019,2025-09-14,1033.54
C-0019,2025-12-22,513.24
C-0019,2025-11-04,985.36
C-0020,2025-12-06,1494.32
C-0020,2026-05-02,143.54
C-0020,2025-09-11,353.82
C-0020,2026-05-26,1210.76
C-0020,2025-12-18,2286.12
C-0020,2026-01-08,2432.66
C-0020,2026-06-26,1997.86
C-0020,2026-08-04,723.49
C-0020,2025-12-28,1487.63
C-0020,2025-11-12,1220.93
C-0020,2026-01-22,1182.75
C-0020,2026-07-18,1616.54
C-0020,2026-06-30,1249.81
C-0020,2026-03-07,1567.74
C-0020,2026-04-30,1035.21
C-0020,2026-04-10,419.96
C-0020,2026-04-24,1595.87
C-0020,2025-09-28,350.63
C-0020,2025-09-30,1243.75
C-0020,2026-07-10,1382.91
C-0020,2026-06-15,893.31
C-0020,2026-03-24,937.64
C-0020,2026-03-20,818.66
C-0020,2025-09-25,313.55
C-0020,2025-10-06,621.52
C-0020,2026-06-16,478.48
C-0020,2026-03-13,1024.17
C-0020,2026-04-22,1313.83
C-0020,2026-08-19,1984.35
C-0020,2026-08-02,985.2
C-0020,2025-09-16,697.32
C-0020,2026-07-28,961.42
C-0020,2026-03-21,1569.03
C-0020,2026-01-12,811.59
C-0020,2026-02-28,485.65
C-0020,2026-04-20,1706.38
C-0020,2026-04-18,604.7
C-0020,2026-07-16,1698.15
C-0020,2026-06-03,987.13
C-0020,2026-01-06,1237.94
C-0021,2026-06-29,1138.05
C-0021,2026-05-09,1375.84
C-0021,2026-04-27,308.02
C-0021,2025-10-18,1747.81
C-0021,2026-07-26,418.31
C-0021,2025-10-01,557.49
C-0021,2025-12-22,1834.21
C-0021,2026-01-27,976.77
C-0021,2026-05-17,2080.0
C-0021,2026-07-02,472.94
C-0021,2026-06-05,722.19
C-0021,2026-03-23,349.44
C-0021,2026-06-01,1182.52
C-0021,2026-08-12,1153.82
C-0021,2025-10-28,551.68
C-0021,2025-12-29,194.68
C-0021,2026-05-26,425.77
C-0021,2026-08-17,1633.32
C-0021,2026-06-06,860.9
C-0021,2026-02-01,538.56
C-0021,2026-07-14,1444.48
C-0021,2026-08-01,493.92
C-0021,2025-12-27,997.76
C-0021,2026-02-15,560.43
C-0021,2025-12-02,462.02
C-0021,2026-08-21,1052.11
C-0021,2026-01-25,2318.05
C-0021,2026-04-16,602.51
C-0021,2026-07-01,752.28
C-0021,2026-06-30,1230.43
C-0021,2026-02-03,584.26
C-0021,2025-11-22,1191.64
C-0021,2025-11-06,246.01
C-0021,2026-07-31,716.05
C-0022,2025-09-26,216.73
C-0022,2026-08-01,699.74
C-0022,2026-07-30,1496.67
C-0022,2025-09-11,1585.91
C-0022,2025-11-17,182.62
C-0022,2026-01-21,408.78
C-0022,2026-02-14,843.56
C-0022,2025-11-24,1146.65
C-0022,2025-10-20,265.63
C-0022,2025-11-10,1503.83
C-0022,2026-07-14,2068.55
C-0022,2025-09-08,660.66
C-0022,2025-09-30,270.4
C-0022,2026-06-16,807.7
C-0022,2026-04-05,1291.08
C-0022,2026-08-05,1123.2
C-0022,2025-12-07,1302.43
C-0022,2026-07-19,2292.23
C-0022,2025-11-02,475.19
C-0022,2025-10-04,771.43
C-0022,2026-05-12,1217.67
C-0022,2026-07-28,246.12
C-0022,2025-09-21,1969.86
C-0022,2026-01-01,387.31
C-0022,2026-01-25,1316.38
C-0022,2025-12-25,239.13
C-0022,2025-10-03,411.5
C-0022,2025-10-07,1088.21
C-0022,2026-07-15,851.11
C-0022,2026-03-19,910.2
