sku,fecha,unidades_vendidas,costo_unitario,precio_unitario,ingreso,costo_total
SKU-0001,2025-04-30,92,148.0,235.52,21667.84,13616.0
SKU-0001,2025-05-01,87,148.0,235.52,20490.24,12876.0
SKU-0001,2025-05-02,82,148.0,235.52,19312.64,12136.0
SKU-0001,2025-05-03,56,148.0,235.52,13189.12,8288.0
SKU-0001,2025-05-04,40,148.0,235.52,9420.8,5920.0
SKU-0001,2025-05-05,77,148.0,235.52,18135.04,11396.0
SKU-0001,2025-05-06,74,148.0,235.52,17428.48,10952.0
SKU-0001,2025-05-07,95,148.0,235.52,22374.4,14060.0
SKU-0001,2025-05-08,86,148.0,235.52,20254.72,12728.0
SKU-0001,2025-05-09,91,148.0,235.52,21432.32,13468.0
SKU-0001,2025-05-10,48,148.0,235.52,11304.96,7104.0
SKU-0001,2025-05-11,32,148.0,235.52,7536.64,4736.0
SKU-0001,2025-05-12,71,148.0,235.52,16721.92,10508.0
SKU-0001,2025-05-13,86,148.0,235.52,20254.72,12728.0
SKU-0001,2025-05-14,93,148.0,235.52,21903.36,13764.0
SKU-0001,2025-05-15,92,148.0,235.52,21667.84,13616.0
SKU-0001,2025-05-16,83,148.0,235.52,19548.16,12284.0
SKU-0001,2025-05-17,57,148.0,235.52,13424.64,8436.0
SKU-0001,2025-05-18,41,148.0,235.52,9656.32,6068.0
SKU-0001,2025-05-19,63,148.0,235.52,14837.76,9324.0
SKU-0001,2025-05-20,82,148.0,235.52,19312.64,12136.0
SKU-0001,2025-05-21,76,148.0,235.52,17899.52,11248.0
SKU-0001,2025-05-22,94,148.0,235.52,22138.88,13912.0
SKU-0001,2025-05-23,97,148.0,235.52,22845.44,14356.0
SKU-0001,2025-05-24,62,148.0,235.52,14602.24,9176.0
SKU-0001,2025-05-25,40,148.0,235.52,9420.8,5920.0
SKU-0001,2025-05-26,88,148.0,235.52,20725.76,13024.0
SKU-0001,2025-05-27,92,148.0,235.52,21667.84,13616.0
SKU-0001,2025-05-28,96,148.0,235.52,22609.92,14208.0
SKU-0001,2025-05-29,93,148.0,235.52,21903.36,13764.0
SKU-0001,2025-05-30,102,148.0,235.52,24023.04,15096.0
SKU-0001,2025-05-31,47,148.0,235.52,11069.44,6956.0
SKU-0001,2025-06-01,36,148.0,235.52,8478.72,5328.0
SKU-0001,2025-06-02,59,148.0,235.52,13895.68,8732.0
SKU-0001,2025-06-03,86,148.0,235.52,20254.72,12728.0
SKU-0001,2025-06-04,79,148.0,235.52,18606.08,11692.0
SKU-0001,2025-06-05,82,148.0,235.52,19312.64,12136.0
SKU-0001,2025-06-06,95,148.0,235.52,22374.4,14060.0
SKU-0001,2025-06-07,45,148.0,235.52,10598.4,6660.0
SKU-0001,2025-06-08,38,148.0,235.52,8949.76,5624.0
SKU-0001,2025-06-09,74,148.0,235.52,17428.48,10952.0
SKU-0001,2025-06-10,77,148.0,235.52,18135.04,11396.0
SKU-0001,2025-06-11,77,148.0,235.52,18135.04,11396.0
SKU-0001,2025-06-12,63,148.0,235.52,14837.76,9324.0
SKU-0001,2025-06-13,94,148.0,235.52,22138.88,13912.0
SKU-0001,2025-06-14,63,148.0,235.52,14837.76,9324.0
SKU-0001,2025-06-15,31,148.0,235.52,7301.12,4588.0
SKU-0001,2025-06-16,78,148.0,235.52,18370.56,11544.0
SKU-0001,2025-06-17,87,148.0,235.52,20490.24,12876.0
SKU-0001,2025-06-18,92,148.0,235.52,21667.84,13616.0
SKU-0001,2025-06-19,81,148.0,235.52,19077.12,11988.0
SKU-0001,2025-06-20,109,148.0,235.52,25671.68,16132.0
SKU-0001,2025-06-21,64,148.0,235.52,15073.28,9472.0
SKU-0001,2025-06-22,49,148.0,235.52,11540.48,7252.0
SKU-0001,2025-06-23,74,148.0,235.52,17428.48,10952.0
SKU-0001,2025-06-24,79,148.0,235.52,18606.08,11692.0
SKU-0001,2025-06-25,79,148.0,235.52,18606.08,11692.0
SKU-0001,2025-06-26,83,148.0,235.52,19548.16,12284.0
SKU-0001,2025-06-27,107,148.0,235.52,25200.64,15836.0
SKU-0001,2025-06-28,59,148.0,235.52,13895.68,8732.0
SKU-0001,2025-06-29,38,148.0,235.52,8949.76,5624.0
SKU-0001,2025-06-30,87,148.0,235.52,20490.24,12876.0
SKU-0001,2025-07-01,86,148.0,235.52,20254.72,12728.0
SKU-0001,2025-07-02,88,148.0,235.52,20725.76,13024.0
SKU-0001,2025-07-03,87,148.0,235.52,20490.24,12876.0
SKU-0001,2025-07-04,111,148.0,235.52,26142.72,16428.0
SKU-0001,2025-07-05,63,148.0,235.52,14837.76,9324.0
SKU-0001,2025-07-06,50,148.0,235.52,11776.0,7400.0
SKU-0001,2025-07-07,87,148.0,235.52,20490.24,12876.0
SKU-0001,2025-07-08,74,148.0,235.52,17428.48,10952.0
SKU-0001,2025-07-09,83,148.0,235.52,19548.16,12284.0
SKU-0001,2025-07-10,101,148.0,235.52,23787.52,14948.0
SKU-0001,2025-07-11,87,148.0,235.52,20490.24,12876.0
SKU-0001,2025-07-12,55,148.0,235.52,12953.6,8140.0
SKU-0001,2025-07-13,37,148.0,235.52,8714.24,5476.0
SKU-0001,2025-07-14,80,148.0,235.52,18841.6,11840.0
SKU-0001,2025-07-15,87,148.0,235.52,20490.24,12876.0
SKU-0001,2025-07-16,72,148.0,235.52,16957.44,10656.0
SKU-0001,2025-07-17,88,148.0,235.52,20725.76,13024.0
SKU-0001,2025-07-18,105,148.0,235.52,24729.6,15540.0
SKU-0001,2025-07-19,57,148.0,235.52,13424.64,8436.0
SKU-0001,2025-07-20,41,148.0,235.52,9656.32,6068.0
SKU-0001,2025-07-21,83,148.0,235.52,19548.16,12284.0
SKU-0001,2025-07-22,84,148.0,235.52,19783.68,12432.0
SKU-0001,2025-07-23,67,148.0,235.52,15779.84,9916.0
SKU-0001,2025-07-24,75,148.0,235.52,17664.0,11100.0
SKU-0001,2025-07-25,105,148.0,235.52,24729.6,15540.0
SKU-0001,2025-07-26,59,148.0,235.52,13895.68,8732.0
SKU-0001,2025-07-27,34,148.0,235.52,8007.68,5032.0
SKU-0001,2025-07-28,70,148.0,235.52,16486.4,10360.0
SKU-0001,2025-07-29,73,148.0,235.52,17192.96,10804.0
SKU-0001,2025-07-30,74,148.0,235.52,17428.48,10952.0
SKU-0001,2025-07-31,91,148.0,235.52,21432.32,13468.0
SKU-0001,2025-08-01,88,148.0,235.52,20725.76,13024.0
SKU-0001,2025-08-02,56,148.0,235.52,13189.12,8288.0
SKU-0001,2025-08-03,36,148.0,235.52,8478.72,5328.0
SKU-0001,2025-08-04,83,148.0,235.52,19548.16,12284.0
SKU-0001,2025-08-05,79,148.0,235.52,18606.08,11692.0
SKU-0001,2025-08-06,76,148.0,235.52,17899.52,11248.0
SKU-0001,2025-08-07,92,148.0,235.52,21667.84,13616.0
SKU-0001,2025-08-08,90,148.0,235.52,21196.8,13320.0
SKU-0001,2025-08-09,51,148.0,235.52,12011.52,7548.0
SKU-0001,2025-08-10,48,148.0,235.52,11304.96,7104.0
SKU-0001,2025-08-11,70,148.0,235.52,16486.4,10360.0
SKU-0001,2025-08-12,89,148.0,235.52,20961.28,13172.0
SKU-0001,2025-08-13,82,148.0,235.52,19312.64,12136.0
SKU-0001,2025-08-14,68,148.0,235.52,16015.36,10064.0
SKU-0001,2025-08-15,80,148.0,235.52,18841.6,11840.0
SKU-0001,2025-08-16,64,148.0,235.52,15073.28,9472.0
SKU-0001,2025-08-17,38,148.0,235.52,8949.76,5624.0
SKU-0001,2025-08-18,71,148.0,235.52,16721.92,10508.0
SKU-0001,2025-08-19,68,148.0,235.52,16015.36,10064.0
SKU-0001,2025-08-20,85,148.0,235.52,20019.2,12580.0
SKU-0001,2025-08-21,78,148.0,235.52,18370.56,11544.0
SKU-0001,2025-08-22,89,148.0,235.52,20961.28,13172.0
SKU-0001,2025-08-23,65,148.0,235.52,15308.8,9620.0
SKU-0001,2025-08-24,39,148.0,235.52,9185.28,5772.0
SKU-0001,2025-08-25,87,148.0,235.52,20490.24,12876.0
SKU-0001,2025-08-26,75,148.0,235.52,17664.0,11100.0
SKU-0001,2025-08-27,83,148.0,235.52,19548.16,12284.0
SKU-0001,2025-08-28,72,148.0,235.52,16957.44,10656.0
SKU-0001,2025-08-29,104,148.0,235.52,24494.08,15392.0
SKU-0001,2025-08-30,62,148.0,235.52,14602.24,9176.0
SKU-0001,2025-08-31,34,148.0,235.52,8007.68,5032.0
SKU-0001,2025-09-01,69,148.0,235.52,16250.88,10212.0
SKU-0001,2025-09-02,89,148.0,235.52,20961.28,13172.0
SKU-0001,2025-09-03,88,148.0,235.52,20725.76,13024.0
SKU-0001,2025-09-04,83,148.0,235.52,19548.16,12284.0
SKU-0001,2025-09-05,103,148.0,235.52,24258.56,15244.0
SKU-0001,2025-09-06,55,148.0,235.52,12953.6,8140.0
SKU-0001,2025-09-07,38,148.0,235.52,8949.76,5624.0
SKU-0001,2025-09-08,73,148.0,235.52,17192.96,10804.0
SKU-0001,2025-09-09,81,148.0,235.52,19077.12,11988.0
SKU-0001,2025-09-10,83,148.0,235.52,19548.16,12284.0
SKU-0001,2025-09-11,86,148.0,235.52,20254.72,12728.0
SKU-0001,2025-09-12,80,148.0,235.52,18841.6,11840.0
SKU-0001,2025-09-13,46,148.0,235.52,10833.92,6808.0
SKU-0001,2025-09-14,48,148.0,235.52,11304.96,7104.0
SKU-0001,2025-09-15,74,148.0,235.52,17428.48,10952.0
SKU-0001,2025-09-16,84,148.0,235.52,19783.68,12432.0
SKU-0001,2025-09-17,85,148.0,235.52,20019.2,12580.0
SKU-0001,2025-09-18,82,148.0,235.52,19312.64,12136.0
SKU-0001,2025-09-19,87,148.0,235.52,20490.24,12876.0
SKU-0001,2025-09-20,67,148.0,235.52,15779.84,9916.0
SKU-0001,2025-09-21,40,148.0,235.52,9420.8,5920.0
SKU-0001,2025-09-22,68,148.0,235.52,16015.36,10064.0
SKU-0001,2025-09-23,74,148.0,235.52,17428.48,10952.0
SKU-0001,2025-09-24,73,148.0,235.52,17192.96,10804.0
SKU-0001,2025-09-25,81,148.0,235.52,19077.12,11988.0
SKU-0001,2025-09-26,80,148.0,235.52,18841.6,11840.0
SKU-0001,2025-09-27,52,148.0,235.52,12247.04,7696.0
SKU-0001,2025-09-28,34,148.0,235.52,8007.68,5032.0
SKU-0001,2025-09-29,73,148.0,235.52,17192.96,10804.0
SKU-0001,2025-09-30,63,148.0,235.52,14837.76,9324.0
SKU-0001,2025-10-01,85,148.0,235.52,20019.2,12580.0
SKU-0001,2025-10-02,84,148.0,235.52,19783.68,12432.0
SKU-0001,2025-10-03,88,148.0,235.52,20725.76,13024.0
SKU-0001,2025-10-04,60,148.0,235.52,14131.2,8880.0
SKU-0001,2025-10-05,38,148.0,235.52,8949.76,5624.0
SKU-0001,2025-10-06,66,148.0,235.52,15544.32,9768.0
SKU-0001,2025-10-07,88,148.0,235.52,20725.76,13024.0
SKU-0001,2025-10-08,81,148.0,235.52,19077.12,11988.0
SKU-0001,2025-10-09,109,148.0,235.52,25671.68,16132.0
SKU-0001,2025-10-10,103,148.0,235.52,24258.56,15244.0
SKU-0001,2025-10-11,54,148.0,235.52,12718.08,7992.0
SKU-0001,2025-10-12,28,148.0,235.52,6594.56,4144.0
SKU-0001,2025-10-13,83,148.0,235.52,19548.16,12284.0
SKU-0001,2025-10-14,98,148.0,235.52,23080.96,14504.0
SKU-0001,2025-10-15,76,148.0,235.52,17899.52,11248.0
SKU-0001,2025-10-16,77,148.0,235.52,18135.04,11396.0
SKU-0001,2025-10-17,97,148.0,235.52,22845.44,14356.0
SKU-0001,2025-10-18,48,148.0,235.52,11304.96,7104.0
SKU-0001,2025-10-19,30,148.0,235.52,7065.6,4440.0
SKU-0001,2025-10-20,85,148.0,235.52,20019.2,12580.0
SKU-0001,2025-10-21,83,148.0,235.52,19548.16,12284.0
SKU-0001,2025-10-22,76,148.0,235.52,17899.52,11248.0
SKU-0001,2025-10-23,101,148.0,235.52,23787.52,14948.0
SKU-0001,2025-10-24,83,148.0,235.52,19548.16,12284.0
SKU-0001,2025-10-25,50,148.0,235.52,11776.0,7400.0
SKU-0001,2025-10-26,45,148.0,235.52,10598.4,6660.0
SKU-0001,2025-10-27,74,148.0,235.52,17428.48,10952.0
SKU-0001,2025-10-28,69,148.0,235.52,16250.88,10212.0
SKU-0001,2025-10-29,81,148.0,235.52,19077.12,11988.0
SKU-0001,2025-10-30,75,148.0,235.52,17664.0,11100.0
SKU-0001,2025-10-31,100,148.0,235.52,23552.0,14800.0
SKU-0001,2025-11-01,68,148.0,235.52,16015.36,10064.0
SKU-0001,2025-11-02,28,148.0,235.52,6594.56,4144.0
SKU-0001,2025-11-03,70,148.0,235.52,16486.4,10360.0
SKU-0001,2025-11-04,68,148.0,235.52,16015.36,10064.0
SKU-0001,2025-11-05,83,148.0,235.52,19548.16,12284.0
SKU-0001,2025-11-06,69,148.0,235.52,16250.88,10212.0
SKU-0001,2025-11-07,82,148.0,235.52,19312.64,12136.0
SKU-0001,2025-11-08,48,148.0,235.52,11304.96,7104.0
SKU-0001,2025-11-09,39,148.0,235.52,9185.28,5772.0
SKU-0001,2025-11-10,57,148.0,235.52,13424.64,8436.0
SKU-0001,2025-11-11,66,148.0,235.52,15544.32,9768.0
SKU-0001,2025-11-12,77,148.0,235.52,18135.04,11396.0
SKU-0001,2025-11-13,85,148.0,235.52,20019.2,12580.0
SKU-0001,2025-11-14,96,148.0,235.52,22609.92,14208.0
SKU-0001,2025-11-15,50,148.0,235.52,11776.0,7400.0
SKU-0001,2025-11-16,31,148.0,235.52,7301.12,4588.0
SKU-0001,2025-11-17,70,148.0,235.52,16486.4,10360.0
SKU-0001,2025-11-18,77,148.0,235.52,18135.04,11396.0
SKU-0001,2025-11-19,80,148.0,235.52,18841.6,11840.0
SKU-0001,2025-11-20,70,148.0,235.52,16486.4,10360.0
SKU-0001,2025-11-21,77,148.0,235.52,18135.04,11396.0
SKU-0001,2025-11-22,62,148.0,235.52,14602.24,9176.0
SKU-0001,2025-11-23,39,148.0,235.52,9185.28,5772.0
SKU-0001,2025-11-24,71,148.0,235.52,16721.92,10508.0
SKU-0001,2025-11-25,82,148.0,235.52,19312.64,12136.0
SKU-0001,2025-11-26,73,148.0,235.52,17192.96,10804.0
SKU-0001,2025-11-27,93,148.0,235.52,21903.36,13764.0
SKU-0001,2025-11-28,82,148.0,235.52,19312.64,12136.0
SKU-0001,2025-11-29,52,148.0,235.52,12247.04,7696.0
SKU-0001,2025-11-30,46,148.0,235.52,10833.92,6808.0
SKU-0001,2025-12-01,74,148.0,235.52,17428.48,10952.0
SKU-0001,2025-12-02,58,148.0,235.52,13660.16,8584.0
SKU-0001,2025-12-03,78,148.0,235.52,18370.56,11544.0
SKU-0001,2025-12-04,78,148.0,235.52,18370.56,11544.0
SKU-0001,2025-12-05,105,148.0,235.52,24729.6,15540.0
SKU-0001,2025-12-06,56,148.0,235.52,13189.12,8288.0
SKU-0001,2025-12-07,37,148.0,235.52,8714.24,5476.0
SKU-0001,2025-12-08,81,148.0,235.52,19077.12,11988.0
SKU-0001,2025-12-09,57,148.0,235.52,13424.64,8436.0
SKU-0001,2025-12-10,79,148.0,235.52,18606.08,11692.0
SKU-0001,2025-12-11,77,148.0,235.52,18135.04,11396.0
SKU-0001,2025-12-12,85,148.0,235.52,20019.2,12580.0
SKU-0001,2025-12-13,56,148.0,235.52,13189.12,8288.0
SKU-0001,2025-12-14,37,148.0,235.52,8714.24,5476.0
SKU-0001,2025-12-15,66,148.0,235.52,15544.32,9768.0
SKU-0001,2025-12-16,80,148.0,235.52,18841.6,11840.0
SKU-0001,2025-12-17,78,148.0,235.52,18370.56,11544.0
SKU-0001,2025-12-18,80,148.0,235.52,18841.6,11840.0
SKU-0001,2025-12-19,101,148.0,235.52,23787.52,14948.0
SKU-0001,2025-12-20,48,148.0,235.52,11304.96,7104.0
SKU-0001,2025-12-21,43,148.0,235.52,10127.36,6364.0
SKU-0001,2025-12-22,65,148.0,235.52,15308.8,9620.0
SKU-0001,2025-12-23,84,148.0,235.52,19783.68,12432.0
SKU-0001,2025-12-24,66,148.0,235.52,15544.32,9768.0
SKU-0001,2025-12-25,75,148.0,235.52,17664.0,11100.0
SKU-0001,2025-12-26,89,148.0,235.52,20961.28,13172.0
SKU-0001,2025-12-27,57,148.0,235.52,13424.64,8436.0
SKU-0001,2025-12-28,51,148.0,235.52,12011.52,7548.0
SKU-0001,2025-12-29,74,148.0,235.52,17428.48,10952.0
SKU-0001,2025-12-30,90,148.0,235.52,21196.8,13320.0
SKU-0001,2025-12-31,65,148.0,235.52,15308.8,9620.0
SKU-0001,2026-01-01,75,148.0,235.52,17664.0,11100.0
SKU-0001,2026-01-02,94,148.0,235.52,22138.88,13912.0
SKU-0001,2026-01-03,56,148.0,235.52,13189.12,8288.0
SKU-0001,2026-01-04,31,148.0,235.52,7301.12,4588.0
SKU-0001,2026-01-05,78,148.0,235.52,18370.56,11544.0
SKU-0001,2026-01-06,77,148.0,235.52,18135.04,11396.0
SKU-0001,2026-01-07,93,148.0,235.52,21903.36,13764.0
SKU-0001,2026-01-08,64,148.0,235.52,15073.28,9472.0
SKU-0001,2026-01-09,79,148.0,235.52,18606.08,11692.0
SKU-0001,2026-01-10,67,148.0,235.52,15779.84,9916.0
SKU-0001,2026-01-11,40,148.0,235.52,9420.8,5920.0
SKU-0001,2026-01-12,78,148.0,235.52,18370.56,11544.0
SKU-0001,2026-01-13,81,148.0,235.52,19077.12,11988.0
SKU-0001,2026-01-14,81,148.0,235.52,19077.12,11988.0
SKU-0001,2026-01-15,65,148.0,235.52,15308.8,9620.0
SKU-0001,2026-01-16,85,148.0,235.52,20019.2,12580.0
SKU-0001,2026-01-17,49,148.0,235.52,11540.48,7252.0
SKU-0001,2026-01-18,31,148.0,235.52,7301.12,4588.0
SKU-0001,2026-01-19,74,148.0,235.52,17428.48,10952.0
SKU-0001,2026-01-20,65,148.0,235.52,15308.8,9620.0
SKU-0001,2026-01-21,84,148.0,235.52,19783.68,12432.0
SKU-0001,2026-01-22,80,148.0,235.52,18841.6,11840.0
SKU-0001,2026-01-23,77,148.0,235.52,18135.04,11396.0
SKU-0001,2026-01-24,57,148.0,235.52,13424.64,8436.0
SKU-0001,2026-01-25,33,148.0,235.52,7772.16,4884.0
SKU-0001,2026-01-26,99,148.0,235.52,23316.48,14652.0
SKU-0001,2026-01-27,66,148.0,235.52,15544.32,9768.0
SKU-0001,2026-01-28,60,148.0,235.52,14131.2,8880.0
SKU-0001,2026-01-29,68,148.0,235.52,16015.36,10064.0
SKU-0001,2026-01-30,97,148.0,235.52,22845.44,14356.0
SKU-0001,2026-01-31,62,148.0,235.52,14602.24,9176.0
SKU-0001,2026-02-01,42,148.0,235.52,9891.84,6216.0
SKU-0001,2026-02-02,77,148.0,235.52,18135.04,11396.0
SKU-0001,2026-02-03,61,148.0,235.52,14366.72,9028.0
SKU-0001,2026-02-04,74,148.0,235.52,17428.48,10952.0
SKU-0001,2026-02-05,78,148.0,235.52,18370.56,11544.0
SKU-0001,2026-02-06,106,148.0,235.52,24965.12,15688.0
SKU-0001,2026-02-07,51,148.0,235.52,12011.52,7548.0
SKU-0001,2026-02-08,43,148.0,235.52,10127.36,6364.0
SKU-0001,2026-02-09,84,148.0,235.52,19783.68,12432.0
SKU-0001,2026-02-10,87,148.0,235.52,20490.24,12876.0
SKU-0001,2026-02-11,89,148.0,235.52,20961.28,13172.0
SKU-0001,2026-02-12,76,148.0,235.52,17899.52,11248.0
SKU-0001,2026-02-13,101,148.0,235.52,23787.52,14948.0
SKU-0001,2026-02-14,55,148.0,235.52,12953.6,8140.0
SKU-0001,2026-02-15,41,148.0,235.52,9656.32,6068.0
SKU-0001,2026-02-16,77,148.0,235.52,18135.04,11396.0
SKU-0001,2026-02-17,76,148.0,235.52,17899.52,11248.0
SKU-0001,2026-02-18,79,148.0,235.52,18606.08,11692.0
SKU-0001,2026-02-19,84,148.0,235.52,19783.68,12432.0
SKU-0001,2026-02-20,75,148.0,235.52,17664.0,11100.0
SKU-0001,2026-02-21,63,148.0,235.52,14837.76,9324.0
SKU-0001,2026-02-22,44,148.0,235.52,10362.88,6512.0
SKU-0001,2026-02-23,61,148.0,235.52,14366.72,9028.0
SKU-0001,2026-02-24,83,148.0,235.52,19548.16,12284.0
SKU-0001,2026-02-25,90,148.0,235.52,21196.8,13320.0
SKU-0001,2026-02-26,67,148.0,235.52,15779.84,9916.0
SKU-0001,2026-02-27,94,148.0,235.52,22138.88,13912.0
SKU-0001,2026-02-28,57,148.0,235.52,13424.64,8436.0
SKU-0001,2026-03-01,46,148.0,235.52,10833.92,6808.0
SKU-0001,2026-03-02,63,148.0,235.52,14837.76,9324.0
SKU-0001,2026-03-03,69,148.0,235.52,16250.88,10212.0
SKU-0001,2026-03-04,69,148.0,235.52,16250.88,10212.0
SKU-0001,2026-03-05,69,148.0,235.52,16250.88,10212.0
SKU-0001,2026-03-06,90,148.0,235.52,21196.8,13320.0
SKU-0001,2026-03-07,66,148.0,235.52,15544.32,9768.0
SKU-0001,2026-03-08,56,148.0,235.52,13189.12,8288.0
SKU-0001,2026-03-09,70,148.0,235.52,16486.4,10360.0
SKU-0001,2026-03-10,76,148.0,235.52,17899.52,11248.0
SKU-0001,2026-03-11,83,148.0,235.52,19548.16,12284.0
SKU-0001,2026-03-12,67,148.0,235.52,15779.84,9916.0
SKU-0001,2026-03-13,94,148.0,235.52,22138.88,13912.0
SKU-0001,2026-03-14,58,148.0,235.52,13660.16,8584.0
SKU-0001,2026-03-15,39,148.0,235.52,9185.28,5772.0
SKU-0001,2026-03-16,69,148.0,235.52,16250.88,10212.0
SKU-0001,2026-03-17,68,148.0,235.52,16015.36,10064.0
SKU-0001,2026-03-18,80,148.0,235.52,18841.6,11840.0
SKU-0001,2026-03-19,74,148.0,235.52,17428.48,10952.0
SKU-0001,2026-03-20,76,148.0,235.52,17899.52,11248.0
SKU-0001,2026-03-21,48,148.0,235.52,11304.96,7104.0
SKU-0001,2026-03-22,37,148.0,235.52,8714.24,5476.0
SKU-0001,2026-03-23,72,148.0,235.52,16957.44,10656.0
SKU-0001,2026-03-24,66,148.0,235.52,15544.32,9768.0
SKU-0001,2026-03-25,89,148.0,235.52,20961.28,13172.0
SKU-0001,2026-03-26,78,148.0,235.52,18370.56,11544.0
SKU-0001,2026-03-27,92,148.0,235.52,21667.84,13616.0
SKU-0001,2026-03-28,46,148.0,235.52,10833.92,6808.0
SKU-0001,2026-03-29,34,148.0,235.52,8007.68,5032.0
SKU-0001,2026-03-30,69,148.0,235.52,16250.88,10212.0
SKU-0001,2026-03-31,81,148.0,235.52,19077.12,11988.0
SKU-0001,2026-04-01,75,148.0,235.52,17664.0,11100.0
SKU-0001,2026-04-02,82,148.0,235.52,19312.64,12136.0
SKU-0001,2026-04-03,90,148.0,235.52,21196.8,13320.0
SKU-0001,2026-04-04,57,148.0,235.52,13424.64,8436.0
SKU-0001,2026-04-05,35,148.0,235.52,8243.2,5180.0
SKU-0001,2026-04-06,60,148.0,235.52,14131.2,8880.0
SKU-0001,2026-04-07,70,148.0,235.52,16486.4,10360.0
SKU-0001,2026-04-08,78,148.0,235.52,18370.56,11544.0
SKU-0001,2026-04-09,75,148.0,235.52,17664.0,11100.0
SKU-0001,2026-04-10,94,148.0,235.52,22138.88,13912.0
SKU-0001,2026-04-11,65,148.0,235.52,15308.8,9620.0
SKU-0001,2026-04-12,46,148.0,235.52,10833.92,6808.0
SKU-0001,2026-04-13,79,148.0,235.52,18606.08,11692.0
